kew_id,taxon_name_Stace,LIST,TAXONCITED,ACCEPTEDNAME,RK,2N/N,chromosome_count_2n,notes,unambiguous_match,matched_by_cit.,matched_by_acc.,match_to_subsp_etc.
611374-1,Chamaenerion angustifolium,Chamaenerion angustifolium (L.) Scop.,Epilobium angustifolium L.,Chamerion angustifolium (L.) Holub,34,2n=36,36,,n,n,y,n
611374-1,Chamaenerion angustifolium,Chamaenerion angustifolium (L.) Scop.,Epilobium angustifolium L.,Chamerion angustifolium (L.) Holub,34,2n=36,36,,n,n,y,n
611374-1,Chamaenerion angustifolium,Chamaenerion angustifolium (L.) Scop.,Epilobium angustifolium L.,Chamerion angustifolium (L.) Holub,34,2n=36,36,,n,n,y,n
611374-1,Chamaenerion angustifolium,Chamaenerion angustifolium (L.) Scop.,Epilobium angustifolium L.,Chamerion angustifolium (L.) Holub,34,2n=36,36,,n,n,y,n
77121007-1,Chenopodiastrum murale,"Chenopodiastrum murale (L.) S. Fuentes, Uotila & Borsch",Chenopodium murale L.,"Chenopodiastrum murale (L.) S.Fuentes, Uotila & Borsch",34,2n=18 (+36) mixoploid,,18 (+36) mixoploid,n,n,y,n
77121007-1,Chenopodiastrum murale,"Chenopodiastrum murale (L.) S. Fuentes, Uotila & Borsch",Chenopodium murale L.,"Chenopodiastrum murale (L.) S.Fuentes, Uotila & Borsch",34,2n=18 [36],,18 [36],n,n,y,n
77121007-1,Chenopodiastrum murale,"Chenopodiastrum murale (L.) S. Fuentes, Uotila & Borsch",Chenopodium murale L.,"Chenopodiastrum murale (L.) S.Fuentes, Uotila & Borsch",34,2n=18,18,,n,n,y,n
77121007-1,Chenopodiastrum murale,"Chenopodiastrum murale (L.) S. Fuentes, Uotila & Borsch",Chenopodium murale L.,"Chenopodiastrum murale (L.) S.Fuentes, Uotila & Borsch",34,2n=18,18,,n,n,y,n
77121007-1,Chenopodiastrum murale,"Chenopodiastrum murale (L.) S. Fuentes, Uotila & Borsch",Chenopodium murale L.,"Chenopodiastrum murale (L.) S.Fuentes, Uotila & Borsch",34,2n=18,18,,n,n,y,n
77121007-1,Chenopodiastrum murale,"Chenopodiastrum murale (L.) S. Fuentes, Uotila & Borsch",Chenopodium murale L.,"Chenopodiastrum murale (L.) S.Fuentes, Uotila & Borsch",34,2n=18,18,,n,n,y,n
77121007-1,Chenopodiastrum murale,"Chenopodiastrum murale (L.) S. Fuentes, Uotila & Borsch",Chenopodium murale L.,"Chenopodiastrum murale (L.) S.Fuentes, Uotila & Borsch",34,2n=18,18,,n,n,y,n
55993-2,Chenopodium album,Chenopodium album L.,Chenopodium reticulatum Aellen,Chenopodium album L.,34,2n=54,54,,n,n,y,n
55993-2,Chenopodium album,Chenopodium album L.,Chenopodium reticulatum Aellen,Chenopodium album L.,34,2n=54,54,,n,n,y,n
55993-2,Chenopodium album,Chenopodium album L.,Chenopodium reticulatum Aellen,Chenopodium album L.,34,2n=54,54,,n,n,y,n
55993-2,Chenopodium album,Chenopodium album L.,Chenopodium reticulatum Aellen,Chenopodium album L.,34,2n=54,54,,n,n,y,n
55993-2,Chenopodium album,Chenopodium album L.,Chenopodium reticulatum Aellen,Chenopodium album L.,34,2n=54,54,,n,n,y,n
56042-2,Chenopodium berlandieri,Chenopodium berlandieri Moq.,Chenopodium berlandieri ssp. zschakei (J.Murr.) Zob.,Chenopodium berlandieri Moq.,36,2n=36,36,,n,n,y,n
152797-1,Cherleria sedoides,Cherleria sedoides L.,Minuartia sedoides (L.) Hiern,Cherleria sedoides L.,34,2n=51-52,,51-52,n,n,y,n
152797-1,Cherleria sedoides,Cherleria sedoides L.,Minuartia sedoides (L.) Hiern,Cherleria sedoides L.,34,2n=51-52,,51-52,n,n,y,n
195034-1,Cirsium arvense,Cirsium arvense (L.) Scop.,Cirsium arvense var. incanum (Fisch.) Ledeb.,Cirsium arvense (L.) Scop.,37,2n=34,34,,n,n,y,n
195034-1,Cirsium arvense,Cirsium arvense (L.) Scop.,Cirsium arvense var. incanum (Fisch.) Ledeb.,Cirsium arvense (L.) Scop.,37,2n=34,34,,n,n,y,n
60021-2,Claytonia perfoliata,Claytonia perfoliata Donn ex Willd.,Montia perfoliata (Donn ex Willd.) Howell,Claytonia perfoliata Donn ex Willd.,34,2n=36,36,,n,n,y,n
445709-1,Clinopodium acinos,Clinopodium acinos (L.) Kuntze,Acinos arvensis (Lam.) Dandy,Clinopodium acinos (L.) Kuntze,34,2n=18,18,,n,n,y,n
445709-1,Clinopodium acinos,Clinopodium acinos (L.) Kuntze,Acinos arvensis (Lam.) Dandy,Clinopodium acinos (L.) Kuntze,34,2n=18,18,,n,n,y,n
445709-1,Clinopodium acinos,Clinopodium acinos (L.) Kuntze,Acinos arvensis (Lam.) Dandy,Clinopodium acinos (L.) Kuntze,34,2n=18,18,,n,n,y,n
946917-1,Clinopodium menthifolium,Clinopodium menthifolium (Host) Stace,Calamintha sylvatica Bromf.,Clinopodium menthifolium (Host) Stace,34,2n=24,24,,n,n,y,n
281469-1,Cochlearia officinalis,Cochlearia officinalis L.,Cochlearia scotica Druce,Cochlearia officinalis ssp. scotica (Druce) P.S.Wyse Jacks.,34,2n=24 +1B,,24 +1B,n,n,y,y
281469-1,Cochlearia officinalis,Cochlearia officinalis L.,Cochlearia scotica Druce,Cochlearia officinalis ssp. scotica (Druce) P.S.Wyse Jacks.,34,2n=24 +1B,,24 +1B,n,n,y,y
281469-1,Cochlearia officinalis,Cochlearia officinalis L.,Cochlearia scotica Druce,Cochlearia officinalis ssp. scotica (Druce) P.S.Wyse Jacks.,34,2n=24 +1B,,24 +1B,n,n,y,y
281469-1,Cochlearia officinalis,Cochlearia officinalis L.,Cochlearia scotica Druce,Cochlearia officinalis ssp. scotica (Druce) P.S.Wyse Jacks.,34,2n=24 +2B,,24 +2B,n,n,y,y
281469-1,Cochlearia officinalis,Cochlearia officinalis L.,Cochlearia scotica Druce,Cochlearia officinalis ssp. scotica (Druce) P.S.Wyse Jacks.,34,2n=24 +2B,,24 +2B,n,n,y,y
281469-1,Cochlearia officinalis,Cochlearia officinalis L.,Cochlearia scotica Druce,Cochlearia officinalis ssp. scotica (Druce) P.S.Wyse Jacks.,34,2n=24 +2B,,24 +2B,n,n,y,y
281469-1,Cochlearia officinalis,Cochlearia officinalis L.,Cochlearia scotica Druce,Cochlearia officinalis ssp. scotica (Druce) P.S.Wyse Jacks.,34,2n=24 +2B,,24 +2B,n,n,y,y
281469-1,Cochlearia officinalis,Cochlearia officinalis L.,Cochlearia scotica Druce,Cochlearia officinalis ssp. scotica (Druce) P.S.Wyse Jacks.,34,2n=24 +2B,,24 +2B,n,n,y,y
281469-1,Cochlearia officinalis,Cochlearia officinalis L.,Cochlearia scotica Druce,Cochlearia officinalis ssp. scotica (Druce) P.S.Wyse Jacks.,34,2n=24 +2B,,24 +2B,n,n,y,y
281469-1,Cochlearia officinalis,Cochlearia officinalis L.,Cochlearia scotica Druce,Cochlearia officinalis ssp. scotica (Druce) P.S.Wyse Jacks.,34,2n=24 +2B,,24 +2B,n,n,y,y
281469-1,Cochlearia officinalis,Cochlearia officinalis L.,Cochlearia scotica Druce,Cochlearia officinalis ssp. scotica (Druce) P.S.Wyse Jacks.,34,2n=24 +3B,,24 +3B,n,n,y,y
281469-1,Cochlearia officinalis,Cochlearia officinalis L.,Cochlearia scotica Druce,Cochlearia officinalis ssp. scotica (Druce) P.S.Wyse Jacks.,34,2n=24 +3B,,24 +3B,n,n,y,y
281469-1,Cochlearia officinalis,Cochlearia officinalis L.,Cochlearia scotica Druce,Cochlearia officinalis ssp. scotica (Druce) P.S.Wyse Jacks.,34,2n=24 +3B,,24 +3B,n,n,y,y
281469-1,Cochlearia officinalis,Cochlearia officinalis L.,Cochlearia atlantica Pobed.,Cochlearia officinalis ssp. officinalis ,34,2n=12,12,,n,n,y,y
281469-1,Cochlearia officinalis,Cochlearia officinalis L.,Cochlearia atlantica Pobed.,Cochlearia officinalis ssp. officinalis ,34,2n=24,24,,n,n,y,y
281469-1,Cochlearia officinalis,Cochlearia officinalis L.,Cochlearia scotica Druce,Cochlearia officinalis ssp. scotica (Druce) P.S.Wyse Jacks.,34,2n=24,24,,n,n,y,y
281469-1,Cochlearia officinalis,Cochlearia officinalis L.,Cochlearia scotica Druce,Cochlearia officinalis ssp. scotica (Druce) P.S.Wyse Jacks.,34,2n=24,24,,n,n,y,y
281469-1,Cochlearia officinalis,Cochlearia officinalis L.,Cochlearia scotica Druce,Cochlearia officinalis ssp. scotica (Druce) P.S.Wyse Jacks.,34,2n=24,24,,n,n,y,y
281469-1,Cochlearia officinalis,Cochlearia officinalis L.,Cochlearia scotica Druce,Cochlearia officinalis ssp. scotica (Druce) P.S.Wyse Jacks.,34,2n=24,24,,n,n,y,y
281469-1,Cochlearia officinalis,Cochlearia officinalis L.,Cochlearia scotica Druce,Cochlearia officinalis ssp. scotica (Druce) P.S.Wyse Jacks.,34,2n=24,24,,n,n,y,y
281469-1,Cochlearia officinalis,Cochlearia officinalis L.,Cochlearia scotica Druce,Cochlearia officinalis ssp. scotica (Druce) P.S.Wyse Jacks.,34,2n=24,24,,n,n,y,y
281469-1,Cochlearia officinalis,Cochlearia officinalis L.,Cochlearia scotica Druce,Cochlearia officinalis ssp. scotica (Druce) P.S.Wyse Jacks.,34,2n=24,24,,n,n,y,y
281469-1,Cochlearia officinalis,Cochlearia officinalis L.,Cochlearia scotica Druce,Cochlearia officinalis ssp. scotica (Druce) P.S.Wyse Jacks.,34,2n=24,24,,n,n,y,y
281469-1,Cochlearia officinalis,Cochlearia officinalis L.,Cochlearia scotica Druce,Cochlearia officinalis ssp. scotica (Druce) P.S.Wyse Jacks.,34,2n=25,25,,n,n,y,y
281469-1,Cochlearia officinalis,Cochlearia officinalis L.,Cochlearia scotica Druce,Cochlearia officinalis ssp. scotica (Druce) P.S.Wyse Jacks.,34,2n=26,26,,n,n,y,y
281469-1,Cochlearia officinalis,Cochlearia officinalis L.,Cochlearia scotica Druce,Cochlearia officinalis ssp. scotica (Druce) P.S.Wyse Jacks.,34,2n=27,27,,n,n,y,y
281469-1,Cochlearia officinalis,Cochlearia officinalis L.,Cochlearia scotica Druce,Cochlearia officinalis ssp. scotica (Druce) P.S.Wyse Jacks.,34,2n=28,28,,n,n,y,y
912252-1,Coincya monensis,Coincya monensis (L.) Greuter & Burdet,Brassica monensis (L.) Huds.,Coincya monensis (L.) Greuter & Burdet,34,2n=24,24,,n,n,y,n
912252-1,Coincya monensis,Coincya monensis (L.) Greuter & Burdet,Brassicella monensis (L.) O.E.Schulz,Coincya monensis (L.) Greuter & Burdet,34,2n=24,24,,n,n,y,n
912252-1,Coincya monensis,Coincya monensis (L.) Greuter & Burdet,Brassicella monensis (L.) O.E.Schulz,Coincya monensis (L.) Greuter & Burdet,34,2n=24,24,,n,n,y,n
946916-1,Coincya wrightii,Coincya wrightii (O.E. Schulz) Stace,Brassica wrightii (O.E.Schulz) Sikka,Coincya wrightii (O.E.Schulz) Stace,34,2n=24,24,,n,n,y,n
946916-1,Coincya wrightii,Coincya wrightii (O.E. Schulz) Stace,Brassicella wrightii O.E.Schulz,Coincya wrightii (O.E.Schulz) Stace,34,2n=24,24,,n,n,y,n
946916-1,Coincya wrightii,Coincya wrightii (O.E. Schulz) Stace,Brassicella wrightii O.E.Schulz,Coincya wrightii (O.E.Schulz) Stace,34,2n=24,24,,n,n,y,n
63773-2,Comarum palustre,Comarum palustre L.,Potentilla palustris (L.) Scop.,Comarum palustre L.,34,2n=35,35,,n,n,y,n
63773-2,Comarum palustre,Comarum palustre L.,Potentilla palustris (L.) Scop.,Comarum palustre L.,34,2n=40,40,,n,n,y,n
63773-2,Comarum palustre,Comarum palustre L.,Potentilla palustris (L.) Scop.,Comarum palustre L.,34,2n=64,64,,n,n,y,n
60454743-2,Corydalis solida,Corydalis solida (L.) Clairv.,Corydalis bulbosa (L.) DC.,Corydalis solida (L.) Clairv.,34,2n=24,24,,n,n,y,n
199753-1,Crepis capillaris,Crepis capillaris (L.) Wallr.,Crepis capillaris var. capillaris ,Crepis capillaris (L.) Wallr.,37,2n=6,6,,n,n,y,n
199753-1,Crepis capillaris,Crepis capillaris (L.) Wallr.,Crepis capillaris var. capillaris ,Crepis capillaris (L.) Wallr.,37,2n=6,6,,n,n,y,n
199753-1,Crepis capillaris,Crepis capillaris (L.) Wallr.,Crepis capillaris var. capillaris ,Crepis capillaris (L.) Wallr.,37,2n=6,6,,n,n,y,n
199753-1,Crepis capillaris,Crepis capillaris (L.) Wallr.,Crepis capillaris var. glandulosa Druce,Crepis capillaris (L.) Wallr.,37,2n=6,6,,n,n,y,n
199753-1,Crepis capillaris,Crepis capillaris (L.) Wallr.,Crepis capillaris var. capillaris ,Crepis capillaris (L.) Wallr.,37,2n=6,6,,n,n,y,n
199753-1,Crepis capillaris,Crepis capillaris (L.) Wallr.,Crepis capillaris var. capillaris ,Crepis capillaris (L.) Wallr.,37,2n=6,6,,n,n,y,n
199753-1,Crepis capillaris,Crepis capillaris (L.) Wallr.,Crepis capillaris var. capillaris ,Crepis capillaris (L.) Wallr.,37,2n=6,6,,n,n,y,n
199753-1,Crepis capillaris,Crepis capillaris (L.) Wallr.,Crepis capillaris var. glandulosa Druce,Crepis capillaris (L.) Wallr.,37,2n=6,6,,n,n,y,n
747959-1,Cruciata laevipes,Cruciata laevipes Opiz.,Galium cruciata (L.) Scop.,Cruciata laevipes Opiz,34,2n=22,22,,n,n,y,n
17268360-1,Cyrtomium falcatum,Cyrtomium falcatum (L. f.) C. Presl,Cyrtomium fortunei J.Sm.,Cyrtomium falcatum (L.f.) C.Presl,34,2n=123,123,,n,n,y,n
489963-1,Cytisus scoparius,Cytisus scoparius (L.) Link,Sarothamnus scoparius ssp. scoparius ,Cytisus scoparius (L.) Link,36,2n=48,48,,n,n,y,n
489963-1,Cytisus scoparius,Cytisus scoparius (L.) Link,Sarothamnus scoparius ssp. scoparius ,Cytisus scoparius (L.) Link,36,2n=48,48,,n,n,y,n
626606-1,Dactylorhiza fuchsii,Dactylorhiza fuchsii (Druce) Soó,Orchis fuchsii Druce,Dactylorhiza fuchsii (Druce) Soó,34,2n=40,40,,n,n,y,n
626606-1,Dactylorhiza fuchsii,Dactylorhiza fuchsii (Druce) Soó,Orchis fuchsii Druce,Dactylorhiza fuchsii (Druce) Soó,34,2n=40,40,,n,n,y,n
626606-1,Dactylorhiza fuchsii,Dactylorhiza fuchsii (Druce) Soó,Orchis fuchsii Druce,Dactylorhiza fuchsii (Druce) Soó,34,2n=40,40,,n,n,y,n
626606-1,Dactylorhiza fuchsii,Dactylorhiza fuchsii (Druce) Soó,Orchis fuchsii Druce,Dactylorhiza fuchsii (Druce) Soó,34,2n=40,40,,n,n,y,n
626606-1,Dactylorhiza fuchsii,Dactylorhiza fuchsii (Druce) Soó,Orchis fuchsii Druce,Dactylorhiza fuchsii (Druce) Soó,34,2n=40,40,,n,n,y,n
626606-1,Dactylorhiza fuchsii,Dactylorhiza fuchsii (Druce) Soó,Orchis maculata var. okellyi Druce,Dactylorhiza fuchsii ssp. okellyi (Druce) Soó,37,2n=80,80,,n,n,y,y
626620-1,Dactylorhiza incarnata,Dactylorhiza incarnata (L.) Soó,Orchis latifolia sensu Pugsley,Dactylorhiza incarnata (L.) Soó,34,2n=40,40,,n,n,y,n
626641-1,Dactylorhiza maculata,Dactylorhiza maculata (L.) Soó,Orchis maculata L.,Dactylorhiza maculata (L.) Soó,34,2n=40 +0/1s,,40 +0/1s,n,n,y,n
626656-1,Dactylorhiza praetermissa,Dactylorhiza praetermissa (Druce) Soó,Orchis praetermissa var. pulchella Druce,Dactylorhiza praetermissa (Druce) Soó,37,2n=80 +0/2s,,80 +0/2s,n,n,y,n
626656-1,Dactylorhiza praetermissa,Dactylorhiza praetermissa (Druce) Soó,Orchis praetermissa Druce,Dactylorhiza praetermissa (Druce) Soó,34,2n=80,80,,n,n,y,n
626656-1,Dactylorhiza praetermissa,Dactylorhiza praetermissa (Druce) Soó,Orchis praetermissa Druce,Dactylorhiza praetermissa (Druce) Soó,34,2n=80,80,,n,n,y,n
626660-1,Dactylorhiza purpurella,Dactylorhiza purpurella (T. & T.A. Stephenson) Soó,Dactylorchis majalis ssp. cambrensis R.H.Roberts,Dactylorhiza purpurella (T.Stephenson & T.A.Stephenson) Soó,36,2n=80,80,,n,n,y,n
626660-1,Dactylorhiza purpurella,Dactylorhiza purpurella (T. & T.A. Stephenson) Soó,Dactylorchis majalis ssp. cambrensis R.H.Roberts,Dactylorhiza purpurella (T.Stephenson & T.A.Stephenson) Soó,36,2n=80,80,,n,n,y,n
626660-1,Dactylorhiza purpurella,Dactylorhiza purpurella (T. & T.A. Stephenson) Soó,Dactylorchis majalis ssp. cambrensis R.H.Roberts,Dactylorhiza purpurella (T.Stephenson & T.A.Stephenson) Soó,36,2n=80,80,,n,n,y,n
626660-1,Dactylorhiza purpurella,Dactylorhiza purpurella (T. & T.A. Stephenson) Soó,Orchis purpurella T.Stephenson & T.A.Stephenson,Dactylorhiza purpurella (T.Stephenson & T.A.Stephenson) Soó,34,2n=80,80,,n,n,y,n
626660-1,Dactylorhiza purpurella,Dactylorhiza purpurella (T. & T.A. Stephenson) Soó,Orchis purpurella T.Stephenson & T.A.Stephenson,Dactylorhiza purpurella (T.Stephenson & T.A.Stephenson) Soó,34,2n=80,80,,n,n,y,n
626660-1,Dactylorhiza purpurella,Dactylorhiza purpurella (T. & T.A. Stephenson) Soó,Orchis purpurella T.Stephenson & T.A.Stephenson,Dactylorhiza purpurella (T.Stephenson & T.A.Stephenson) Soó,34,2n=80,80,,n,n,y,n
626660-1,Dactylorhiza purpurella,Dactylorhiza purpurella (T. & T.A. Stephenson) Soó,Orchis purpurella T.Stephenson & T.A.Stephenson,Dactylorhiza purpurella (T.Stephenson & T.A.Stephenson) Soó,34,2n=80,80,,n,n,y,n
77070481-1,Dactylorhiza traunsteinerioides,Dactylorhiza traunsteinerioides (Pugsley) R.M. Bateman & Denholm,"Dactylorhiza traunsteineri auct., non (Saut. ex Rchb.) Soó",Dactylorhiza traunsteinerioides (Pugsley) R.M.Bateman & Denholm,34,2n=80,80,,n,n,y,n
77070481-1,Dactylorhiza traunsteinerioides,Dactylorhiza traunsteinerioides (Pugsley) R.M. Bateman & Denholm,"Dactylorhiza traunsteineri auct., non (Saut. ex Rchb.) Soó",Dactylorhiza traunsteinerioides (Pugsley) R.M.Bateman & Denholm,34,2n=80,80,,n,n,y,n
77070481-1,Dactylorhiza traunsteinerioides,Dactylorhiza traunsteinerioides (Pugsley) R.M. Bateman & Denholm,Orchis taunsteineri auct.non (Sauter ex Rchb.),Dactylorhiza traunsteinerioides (Pugsley) R.M.Bateman & Denholm,34,2n=80,80,,n,n,y,n
77070481-1,Dactylorhiza traunsteinerioides,Dactylorhiza traunsteinerioides (Pugsley) R.M. Bateman & Denholm,Orchis taunsteineri auct.non (Sauter ex Rchb.),Dactylorhiza traunsteinerioides (Pugsley) R.M.Bateman & Denholm,34,2n=80,80,,n,n,y,n
77070481-1,Dactylorhiza traunsteinerioides,Dactylorhiza traunsteinerioides (Pugsley) R.M. Bateman & Denholm,Orchis taunsteineri auct.non (Sauter ex Rchb.),Dactylorhiza traunsteinerioides (Pugsley) R.M.Bateman & Denholm,34,2n=80,80,,n,n,y,n
77070481-1,Dactylorhiza traunsteinerioides,Dactylorhiza traunsteinerioides (Pugsley) R.M. Bateman & Denholm,Orchis taunsteineri auct.non (Sauter ex Rchb.),Dactylorhiza traunsteinerioides (Pugsley) R.M.Bateman & Denholm,34,2n=80,80,,n,n,y,n
397531-1,Danthonia decumbens,Danthonia decumbens (L.) DC.,Sieglingia decumbens (L.) Bernh.,Danthonia decumbens (L.) DC.,34,2n=124,124,,n,n,y,n
397531-1,Danthonia decumbens,Danthonia decumbens (L.) DC.,Sieglingia decumbens (L.) Bernh.,Danthonia decumbens (L.) DC.,34,2n=124,124,,n,n,y,n
724590-1,Dasiphora fruticosa,Dasiphora fruticosa (L.) Rydb.,Potentilla fruticosa L.,Dasiphora fruticosa (L.) Rydb.,34,2n=28,28,,n,n,y,n
724590-1,Dasiphora fruticosa,Dasiphora fruticosa (L.) Rydb.,Potentilla fruticosa L.,Dasiphora fruticosa (L.) Rydb.,34,2n=28,28,,n,n,y,n
724590-1,Dasiphora fruticosa,Dasiphora fruticosa (L.) Rydb.,Potentilla fruticosa L.,Dasiphora fruticosa (L.) Rydb.,34,2n=28,28,,n,n,y,n
724590-1,Dasiphora fruticosa,Dasiphora fruticosa (L.) Rydb.,Potentilla fruticosa L.,Dasiphora fruticosa (L.) Rydb.,34,2n=28,28,,n,n,y,n
724590-1,Dasiphora fruticosa,Dasiphora fruticosa (L.) Rydb.,Potentilla fruticosa L.,Dasiphora fruticosa (L.) Rydb.,34,2n=28,28,,n,n,y,n
724590-1,Dasiphora fruticosa,Dasiphora fruticosa (L.) Rydb.,Potentilla fruticosa L.,Dasiphora fruticosa (L.) Rydb.,34,2n=28,28,,n,n,y,n
724590-1,Dasiphora fruticosa,Dasiphora fruticosa (L.) Rydb.,Potentilla fruticosa L.,Dasiphora fruticosa (L.) Rydb.,34,2n=28,28,,n,n,y,n
724590-1,Dasiphora fruticosa,Dasiphora fruticosa (L.) Rydb.,Potentilla fruticosa L.,Dasiphora fruticosa (L.) Rydb.,34,2n=28,28,,n,n,y,n
724590-1,Dasiphora fruticosa,Dasiphora fruticosa (L.) Rydb.,Potentilla fruticosa L.,Dasiphora fruticosa (L.) Rydb.,34,2n=28,28,,n,n,y,n
724590-1,Dasiphora fruticosa,Dasiphora fruticosa (L.) Rydb.,Potentilla fruticosa L.,Dasiphora fruticosa (L.) Rydb.,34,2n=28,28,,n,n,y,n
397953-1,Deschampsia cespitosa,Deschampsia cespitosa (L.) P. Beauv.,Deschampsia cespitosa var. pseudoalpina (Syme) Druce,Deschampsia cespitosa (L.) P.Beauv.,37,2n=31-32,,31-32,n,n,y,n
397953-1,Deschampsia cespitosa,Deschampsia cespitosa (L.) P. Beauv.,Deschampsia cespitosa var. pseudoalpina (Syme) Druce,Deschampsia cespitosa (L.) P.Beauv.,37,2n=31-32,,31-32,n,n,y,n
397953-1,Deschampsia cespitosa,Deschampsia cespitosa (L.) P. Beauv.,Deschampsia cespitosa var. pseudoalpina (Syme) Druce,Deschampsia cespitosa (L.) P.Beauv.,37,2n=c.32,,c.32,n,n,y,n
397953-1,Deschampsia cespitosa,Deschampsia cespitosa (L.) P. Beauv.,Deschampsia cespitosa var. pseudoalpina (Syme) Druce,Deschampsia cespitosa (L.) P.Beauv.,37,2n=c.32,,c.32,n,n,y,n
397953-1,Deschampsia cespitosa,Deschampsia cespitosa (L.) P. Beauv.,Deschampsia alpina (L.) Roem. & Schult.,Deschampsia cespitosa ssp. alpina (L.) Hook.f.,34,2n=c.34,,c.34,n,n,y,y
397953-1,Deschampsia cespitosa,Deschampsia cespitosa (L.) P. Beauv.,Deschampsia cespitosa var. pseudoalpina (Syme) Druce,Deschampsia cespitosa (L.) P.Beauv.,37,2n=c.36,,c.36,n,n,y,n
397953-1,Deschampsia cespitosa,Deschampsia cespitosa (L.) P. Beauv.,Deschampsia cespitosa var. pseudoalpina (Syme) Druce,Deschampsia cespitosa (L.) P.Beauv.,37,2n=c.36,,c.36,n,n,y,n
397953-1,Deschampsia cespitosa,Deschampsia cespitosa (L.) P. Beauv.,Deschampsia alpina (L.) Roem. & Schult.,Deschampsia cespitosa ssp. alpina (L.) Hook.f.,34,2n=c.36,,c.36,n,n,y,y
397953-1,Deschampsia cespitosa,Deschampsia cespitosa (L.) P. Beauv.,Deschampsia cespitosa var. pseudoalpina (Syme) Druce,Deschampsia cespitosa (L.) P.Beauv.,37,2n=c.37,,c.37,n,n,y,n
397953-1,Deschampsia cespitosa,Deschampsia cespitosa (L.) P. Beauv.,Deschampsia cespitosa var. pseudoalpina (Syme) Druce,Deschampsia cespitosa (L.) P.Beauv.,37,2n=c.37,,c.37,n,n,y,n
397953-1,Deschampsia cespitosa,Deschampsia cespitosa (L.) P. Beauv.,Deschampsia alpina (L.) Roem. & Schult.,Deschampsia cespitosa ssp. alpina (L.) Hook.f.,34,2n=c.38,,c.38,n,n,y,y
397953-1,Deschampsia cespitosa,Deschampsia cespitosa (L.) P. Beauv.,Deschampsia cespitosa var. pseudoalpina (Syme) Druce,Deschampsia cespitosa (L.) P.Beauv.,37,2n=c.41,,c.41,n,n,y,n
397953-1,Deschampsia cespitosa,Deschampsia cespitosa (L.) P. Beauv.,Deschampsia cespitosa var. pseudoalpina (Syme) Druce,Deschampsia cespitosa (L.) P.Beauv.,37,2n=c.41,,c.41,n,n,y,n
397953-1,Deschampsia cespitosa,Deschampsia cespitosa (L.) P. Beauv.,Deschampsia cespitosa var. pseudoalpina (Syme) Druce,Deschampsia cespitosa (L.) P.Beauv.,37,2n=c.44,,c.44,n,n,y,n
397953-1,Deschampsia cespitosa,Deschampsia cespitosa (L.) P. Beauv.,Deschampsia cespitosa var. pseudoalpina (Syme) Druce,Deschampsia cespitosa (L.) P.Beauv.,37,2n=c.44,,c.44,n,n,y,n
397953-1,Deschampsia cespitosa,Deschampsia cespitosa (L.) P. Beauv.,Deschampsia cespitosa var. pseudoalpina (Syme) Druce,Deschampsia cespitosa (L.) P.Beauv.,37,2n=c.47,,c.47,n,n,y,n
397953-1,Deschampsia cespitosa,Deschampsia cespitosa (L.) P. Beauv.,Deschampsia cespitosa var. pseudoalpina (Syme) Druce,Deschampsia cespitosa (L.) P.Beauv.,37,2n=c.47,,c.47,n,n,y,n
397953-1,Deschampsia cespitosa,Deschampsia cespitosa (L.) P. Beauv.,Deschampsia cespitosa var. pseudoalpina (Syme) Druce,Deschampsia cespitosa (L.) P.Beauv.,37,2n=c.49,,c.49,n,n,y,n
397953-1,Deschampsia cespitosa,Deschampsia cespitosa (L.) P. Beauv.,Deschampsia cespitosa var. pseudoalpina (Syme) Druce,Deschampsia cespitosa (L.) P.Beauv.,37,2n=c.49,,c.49,n,n,y,n
397953-1,Deschampsia cespitosa,Deschampsia cespitosa (L.) P. Beauv.,Deschampsia alpina (L.) Roem. & Schult.,Deschampsia cespitosa ssp. alpina (L.) Hook.f.,34,2n=26,26,,n,n,y,y
397953-1,Deschampsia cespitosa,Deschampsia cespitosa (L.) P. Beauv.,Deschampsia alpina (L.) Roem. & Schult.,Deschampsia cespitosa ssp. alpina (L.) Hook.f.,34,2n=49,49,,n,n,y,y
397953-1,Deschampsia cespitosa,Deschampsia cespitosa (L.) P. Beauv.,Deschampsia alpina (L.) Roem. & Schult.,Deschampsia cespitosa ssp. alpina (L.) Hook.f.,34,2n=52,52,,n,n,y,y
397953-1,Deschampsia cespitosa,Deschampsia cespitosa (L.) P. Beauv.,Deschampsia alpina (L.) Roem. & Schult.,Deschampsia cespitosa ssp. alpina (L.) Hook.f.,34,2n=52,52,,n,n,y,y
397953-1,Deschampsia cespitosa,Deschampsia cespitosa (L.) P. Beauv.,Deschampsia alpina (L.) Roem. & Schult.,Deschampsia cespitosa ssp. alpina (L.) Hook.f.,34,2n=52,52,,n,n,y,y
321780-1,Drosera anglica,Drosera anglica Huds.,Drosera longifolia L.,Drosera anglica Huds.,34,2n=40,40,,n,n,y,n
17556900-1,Dryopteris affinis,Dryopteris affinis (Lowe) Fraser-Jenk.,Dryopteris borreri (Newman) Newman ex Oberh. & Tavel.,Dryopteris affinis ssp. borreri (Newman) Fraser-Jenk.,34,2n=82,82,,n,n,y,y
