kew_id,taxon_name,cited_name,sporophytic_chromosome_number,notes,unambiguous_match,number_identical_observations,,,,,
937638-1,Sorbus croceocarpa P.D.Sell,Sorbus croceocarpa P.D.Sell,59,,y,1,,,,,
937638-1,Sorbus croceocarpa P.D.Sell,Sorbus croceocarpa P.D.Sell,68,,y,1,,,,,
77096270-1,Sorbus cuneifolia T.C.G.Rich,Sorbus cuneifolia T.C.G.Rich,,4x(2n=68),y,1,,,,,
741705-1,Sorbus devoniensis E.F.Warb.,Sorbus devoniensis E.F.Warb.,,4x(2n=68),y,3,,,,,
741705-1,Sorbus devoniensis E.F.Warb.,Sorbus devoniensis E.F.Warb.,68,,y,2,,,,,
741721-1,Sorbus eminens E.F.Warb.,Sorbus eminens E.F.Warb.,,4x(2n=68),y,10,,,,,
741721-1,Sorbus eminens E.F.Warb.,Sorbus eminens E.F.Warb.,,c.68,y,2,,,,,
741721-1,Sorbus eminens E.F.Warb.,Sorbus eminens E.F.Warb.,,c.71,y,1,,,,,
741721-1,Sorbus eminens E.F.Warb.,Sorbus eminens E.F.Warb.,51,,y,1,,,,,
741721-1,Sorbus eminens E.F.Warb.,Sorbus eminens E.F.Warb.,68,,y,2,,,,,
77096271-1,Sorbus eminentiformis T.C.G.Rich,Sorbus eminentiformis T.C.G.Rich,,4x(2n=68),y,3,,,,,
77100852-1,Sorbus eminentoides L.Houston,Sorbus eminentoides L.Houston,,4x(2n=68),y,1,,,,,
77138065-1,Sorbus evansii T.C.G.Rich,Sorbus evansii T.C.G.Rich,,3x(2n=51),y,4,,,,,
77138068-1,Sorbus greenii T.C.G. Rich,Sorbus greenii T.C.G. Rich,,3x(2n=51),y,1,,,,,
77138069-1,Sorbus herefordensis D.Green,Sorbus herefordensis D.Green,,3x(2n=51),y,1,,,,,
741778-1,Sorbus hibernica E.F.Warb.,Sorbus hibernica E.F.Warb.,,(c.50-)51,y,1,,,,,
741793-1,Sorbus intermedia (Ehrh.) Pers.,Sorbus intermedia (Ehrh.) Pers.,,4x(2n=68),y,1,,,,,
741817-1,Sorbus lancastriensis E.F.Warb.,Sorbus lancastriensis E.F.Warb.,,4x(2n=68),y,4,,,,,
741817-1,Sorbus lancastriensis E.F.Warb.,Sorbus lancastriensis E.F.Warb.,68,,y,4,,,,,
741821-1,Sorbus latifolia (Lam.) Pers.,Sorbus latifolia (Lam.) Pers.,,4x(2n=68),y,1,,,,,
741821-1,Sorbus latifolia (Lam.) Pers.,Sorbus latifolia (Lam.) Pers.,,c.68,y,1,,,,,
741821-1,Sorbus latifolia (Lam.) Pers.,Sorbus latifolia (Lam.) Pers.,34,,y,1,,,,,
741821-1,Sorbus latifolia (Lam.) Pers.,Sorbus latifolia (Lam.) Pers.,51,,y,1,,,,,
741821-1,Sorbus latifolia (Lam.) Pers.,Sorbus latifolia (Lam.) Pers.,68,,y,2,,,,,
741824-1,Sorbus leptophylla E.F.Warb.,Sorbus leptophylla E.F.Warb.,,4x(2n=68),y,1,,,,,
741824-1,Sorbus leptophylla E.F.Warb.,Sorbus leptophylla E.F.Warb.,,67-68,y,1,,,,,
741824-1,Sorbus leptophylla E.F.Warb.,Sorbus leptophylla E.F.Warb.,51,,y,1,,,,,
741824-1,Sorbus leptophylla E.F.Warb.,Sorbus leptophylla E.F.Warb.,68,,y,6,,,,,
741826-1,Sorbus leyana Wilmott,Sorbus leyana Wilmott,,3x(2n=51),y,1,,,,,
77096272-1,Sorbus margaretae M.Proctor,Sorbus margaretae M.Proctor,,4x(2n=68),y,4,,,,,
741852-1,Sorbus minima (Ley) Hedl.,Sorbus minima (Ley) Hedl.,,3x(2n=51),y,2,,,,,
741852-1,Sorbus minima (Ley) Hedl.,Sorbus minima (Ley) Hedl.,51,,y,2,,,,,
77100854-1,Sorbus parviloba T.C.G.Rich,Sorbus parviloba T.C.G.Rich,,4x(2n=68),y,1,,,,,
741905-1,Sorbus porrigentiformis E.F.Warb.,Sorbus porrigentiformis E.F.Warb.,,3x(2n=51),y,1,,,,,
741905-1,Sorbus porrigentiformis E.F.Warb.,Sorbus porrigentiformis E.F.Warb.,,4x(2n=68),y,12,,,,,
741905-1,Sorbus porrigentiformis E.F.Warb.,Sorbus porrigentiformis E.F.Warb.,,c.66-68,y,1,,,,,
741905-1,Sorbus porrigentiformis E.F.Warb.,Sorbus porrigentiformis E.F.Warb.,,c.68,y,7,,,,,
741905-1,Sorbus porrigentiformis E.F.Warb.,Sorbus porrigentiformis E.F.Warb.,34,,y,1,,,,,
741905-1,Sorbus porrigentiformis E.F.Warb.,Sorbus porrigentiformis E.F.Warb.,51,,y,5,,,,,
741905-1,Sorbus porrigentiformis E.F.Warb.,Sorbus porrigentiformis E.F.Warb.,68,,y,9,,,,,
741905-1,Sorbus porrigentiformis E.F.Warb.,Sorbus porrigentiformis E.F.Warb.,87,,y,1,,,,,
741905-1,Sorbus porrigentiformis E.F.Warb.,Sorbus porrigentiformis s.l. ,,3x(2n=51),n,4,,,,,
741905-1,Sorbus porrigentiformis E.F.Warb.,Sorbus porrigentiformis s.l. ,,4x(2n=68),n,4,,,,,
741905-1,Sorbus porrigentiformis E.F.Warb.,Sorbus porrigentiformis s.l. ,,5x(2n=85),n,1,,,,,
741916-1,Sorbus pseudofennica E.F.Warb.,Sorbus pseudofennica E.F.Warb.,68,,y,2,,,,,
77138070-1,Sorbus richii L.Houston,Sorbus richii L.Houston,,4x(2n=68),y,4,,,,,
741951-1,Sorbus rupicola (Syme) Hedl.,Sorbus rupicola (Syme) Hedl.,,4x(2n=68),y,4,,,,,
741951-1,Sorbus rupicola (Syme) Hedl.,Sorbus rupicola (Syme) Hedl.,51,,y,1,,,,,
741951-1,Sorbus rupicola (Syme) Hedl.,Sorbus rupicola (Syme) Hedl.,68,,y,6,,,,,
77100853-1,Sorbus rupicoloides T.C.G.Rich & L.Houston,Sorbus rupicoloides T.C.G.Rich & L.Houston,,4x(2n=68),y,1,,,,,
77100855-1,Sorbus saxicola T.C.G.Rich,Sorbus saxicola T.C.G.Rich,,3x(2n=51),y,2,,,,,
77138071-1,Sorbus sellii T.C.G. Rich,"Sorbus decipiens sensu Sell & auct., non (Bechst.) Petz & G. Kirchn.",51,,n,1,,,,,
77138072-1,Sorbus spectans L. Houston,Sorbus spectans L. Houston,,3x(2n=51),y,1,,,,,
77096275-1,Sorbus stenophylla M.Proctor,Sorbus stenophylla M.Proctor,,5x(2n=85),y,2,,,,,
741989-1,Sorbus subcuneata Wilmott,Sorbus subcuneata Wilmott,,3x(2n=51),y,6,,,,,
741989-1,Sorbus subcuneata Wilmott,Sorbus subcuneata Wilmott,,c.67-70,y,1,,,,,
741989-1,Sorbus subcuneata Wilmott,Sorbus subcuneata Wilmott,51,,y,1,,,,,
742021-1,Sorbus torminalis (L.) Crantz,Sorbus torminalis (L.) Crantz,,2x(2n=34),y,8,,,,,
742021-1,Sorbus torminalis (L.) Crantz,Sorbus torminalis (L.) Crantz,,3x(2n=51),y,1,,,,,
742045-1,Sorbus vexans E.F.Warb.,Sorbus vexans E.F.Warb.,,4x(2n=68),y,3,,,,,
742045-1,Sorbus vexans E.F.Warb.,Sorbus vexans E.F.Warb.,68,,y,2,,,,,
77077523-1,Sorbus whiteana T.C.G.Rich & L.Houston,Sorbus whiteana T.C.G.Rich & L.Houston,51,,y,2,,,,,
742055-1,Sorbus wilmottiana E.F.Warb.,Sorbus wilmottiana E.F.Warb.,,3x(2n=51),y,1,,,,,
742055-1,Sorbus wilmottiana E.F.Warb.,Sorbus wilmottiana E.F.Warb.,51,,y,2,,,,,
422425-1,Spartina alterniflora Loisel.,Spartina alterniflora Loisel.,,c.62,y,1,,,,,
422425-1,Spartina alterniflora Loisel.,Spartina alterniflora Loisel.,,c.62| 61-66,y,1,,,,,
422425-1,Spartina alterniflora Loisel.,Spartina alterniflora Loisel.,62,,y,2,,,,,
422425-1,Spartina alterniflora Loisel.,Spartina glabra Muhl. ex Bigelow,62,,n,1,,,,,
422426-1,Spartina anglica C.E.Hubb.,Spartina anglica C.E.Hubb.,,120-122,y,1,,,,,
422426-1,Spartina anglica C.E.Hubb.,Spartina anglica C.E.Hubb.,,120-124,y,2,,,,,
422426-1,Spartina anglica C.E.Hubb.,Spartina anglica C.E.Hubb.,,120-127,y,1,,,,,
422426-1,Spartina anglica C.E.Hubb.,Spartina anglica C.E.Hubb.,,122-124,y,1,,,,,
422426-1,Spartina anglica C.E.Hubb.,Spartina anglica C.E.Hubb.,,c.120,y,1,,,,,
422426-1,Spartina anglica C.E.Hubb.,Spartina anglica C.E.Hubb.,,c.120-122,y,1,,,,,
422426-1,Spartina anglica C.E.Hubb.,Spartina anglica C.E.Hubb.,,c.120-126,y,1,,,,,
422426-1,Spartina anglica C.E.Hubb.,Spartina anglica C.E.Hubb.,,c.122,y,2,,,,,
422426-1,Spartina anglica C.E.Hubb.,Spartina anglica C.E.Hubb.,,c.124,y,4,,,,,
422426-1,Spartina anglica C.E.Hubb.,Spartina anglica C.E.Hubb.,,c.126,y,1,,,,,
422426-1,Spartina anglica C.E.Hubb.,Spartina anglica C.E.Hubb.,,c.90,y,1,,,,,
422426-1,Spartina anglica C.E.Hubb.,Spartina anglica C.E.Hubb.,120,,y,1,,,,,
422426-1,Spartina anglica C.E.Hubb.,Spartina anglica C.E.Hubb.,122,,y,6,,,,,
422426-1,Spartina anglica C.E.Hubb.,Spartina anglica C.E.Hubb.,126,,y,1,,,,,
422426-1,Spartina anglica C.E.Hubb.,"Spartina townsendii (seed-producing) sensu Boyle, non H.& J,Groves",124,,n,1,,,,,
422426-1,Spartina anglica C.E.Hubb.,Spartina townsendii fm. donegalensis P.Boyle,120,,n,1,,,,,
241121-2,Spartina maritima (Curtis) Fernald,Spartina maritima (Curtis) Fernald,,c.60,y,1,,,,,
241121-2,Spartina maritima (Curtis) Fernald,Spartina maritima (Curtis) Fernald,60,,y,8,,,,,
241121-2,Spartina maritima (Curtis) Fernald,Spartina stricta (Aiton) Roth,56,,n,1,,,,,
158725-1,Spergula arvensis L.,Spergula arvensis L.,18,,y,1,,,,,
158725-1,Spergula arvensis L.,Spergula arvensis var. sativa (Boenn.) Mert. & W.D.J.Koch,18,,n,1,,,,,
158725-1,Spergula arvensis L.,Spergula arvensis var. vulgaris (Boenn.) Mert. & W.D.J.Koch,18,,n,1,,,,,
158777-1,Spergula morisonii Boreau,"Spergula vernalis sensu Pugsley et auct., non Willd.",18,,n,1,,,,,
60432053-2,Spergularia bocconei (Scheele) Graebn.,Spergularia bocconei (Scheele) Graebn.,36,,y,2,,,,,
241336-2,Spergularia marina (L.) Besser,Spergularia marina (L.) Besser,36,,y,7,,,,,
241336-2,Spergularia marina (L.) Besser,Spergularia salina J.Presl & C.Presl,36,,n,1,,,,,
1019502-1,Spergularia media (L.) C.Presl,Spergularia marginata Kitt.,18,,n,1,,,,,
1019502-1,Spergularia media (L.) C.Presl,Spergularia marginata Kitt.,36,,n,1,,,,,
1019502-1,Spergularia media (L.) C.Presl,Spergularia marginata var. aptera (E.S.Marshall),18,,n,4,,,,,
1019502-1,Spergularia media (L.) C.Presl,Spergularia media (L.) C.Presl,18,,y,5,,,,,
158983-1,Spergularia rubra (L.) J.Presl & C.Presl,Spergularia rubra (L.) J.Presl & C.Presl,36,,y,5,,,,,
158988-1,Spergularia rupicola Lebel ex Le Jol.,Spergularia rupicola Lebel ex Le Jol.,,c.36,y,1,,,,,
158988-1,Spergularia rupicola Lebel ex Le Jol.,Spergularia rupicola Lebel ex Le Jol.,36,,y,8,,,,,
242629-2,Spiranthes romanzoffiana Cham.,Spiranthes romanzoffiana Cham.,60,,y,1,,,,,
658457-1,Spiranthes spiralis (L.) Chevall.,Spiranthes spiralis (L.) Chevall.,30,,y,1,,,,,
526250-1,Spirodela polyrhiza (L.) Schleid.,Spirodela polyrhiza (L.) Schleid.,40,,y,4,,,,,
459286-1,Stachys alpina L.,Stachys alpina L.,30,,y,1,,,,,
459319-1,Stachys arvensis (L.) L.,Stachys arvensis (L.) L.,10,,y,2,,,,,
459820-1,Stachys palustris L.,Stachys palustris L.,,97-99,y,1,,,,,
459820-1,Stachys palustris L.,Stachys palustris L.,102,,y,4,,,,,
459820-1,Stachys palustris L.,Stachys palustris L.,103,,y,1,,,,,
460020-1,Stachys sylvatica L.,Stachys sylvatica L.,,61-64,y,1,,,,,
460020-1,Stachys sylvatica L.,Stachys sylvatica L.,,64-65,y,1,,,,,
460020-1,Stachys sylvatica L.,Stachys sylvatica L.,,65-67,y,1,,,,,
460020-1,Stachys sylvatica L.,Stachys sylvatica L.,,66-68,y,1,,,,,
460020-1,Stachys sylvatica L.,Stachys sylvatica L.,64,,y,2,,,,,
30197752-2,Stellaria alsine Grimm,Stellaria alsine Grimm,24,,y,1,,,,,
30197752-2,Stellaria alsine Grimm,Stellaria alsine Grimm,26,,y,1,,,,,
30197752-2,Stellaria alsine Grimm,Stellaria uliginosa Murray,24,,n,1,,,,,
159056-1,Stellaria aquatica (L.) Scop.,Myosoton aquaticum (L.) Moench,28,,n,1,,,,,
310207-2,Stellaria graminea L.,Stellaria graminea L.,26,,y,3,,,,,
307758-2,Stellaria holostea L.,Stellaria holostea L.,26,,y,4,,,,,
159330-1,Stellaria media (L.) Vill.,Stellaria media (L.) Vill.,40,,y,1,,,,,
159330-1,Stellaria media (L.) Vill.,Stellaria media (L.) Vill.,44,,y,3,,,,,
159358-1,Stellaria neglecta Weihe,Stellaria neglecta (Lej.) Weihe,22,,n,5,,,,,
309327-2,Stellaria nemorum L.,Stellaria nemorum L.,26,,y,1,,,,,
983852-1,Stellaria pallida (Dumort.) Crép.,"Stellaria apetala auct., non Ucria ex Roem.",22,,n,1,,,,,
983852-1,Stellaria pallida (Dumort.) Crép.,Stellaria pallida (Dumort.) Crép.,22,,y,3,,,,,
329693-2,Stellaria palustris Ehrh. ex Hoffm.,Stellaria palustris Ehrh. ex Hoffm.,,c.130,y,1,,,,,
1071140-2,Suaeda maritima (L.) Dumort.,Suaeda maritima (L.) Dumort.,36,,y,1,,,,,
167588-1,Suaeda vera Forssk. ex J.F.Gmel.,Suaeda vera Forssk. ex J.F.Gmel.,36,,y,1,,,,,
320331-1,Succisa pratensis Moench,Succisa pratensis Moench,20,,y,6,,,,,
120743-1,Symphytum asperum Lepech.,Symphytum asperum Lepech.,32,,y,1,,,,,
120815-1,Symphytum officinale L.,Symphytum officinale L.,24,,y,2,,,,,
120815-1,Symphytum officinale L.,Symphytum officinale L.,44,,y,2,,,,,
120815-1,Symphytum officinale L.,Symphytum officinale L.,48,,y,9,,,,,
120840-1,Symphytum tuberosum L.,Symphytum tuberosum L.,96,,y,1,,,,,
318926-1,Tamus communis L.,Tamus communis L.,48,,y,1,,,,,
252460-1,Tanacetum parthenium (L.) Sch.Bip.,Tanacetum parthenium (L.) Sch.Bip.,18,,y,2,,,,,
252568-1,Tanacetum vulgare L.,Tanacetum vulgare L.,18,,y,2,,,,,
253011-1,Taraxacum ceratolobum Dahlst.,"Taraxacum croceum sensu A.J.Richards, non Dahlst.",32,,n,1,,,,,
253250-1,Taraxacum duplidentifrons Dahlst.,Taraxacum duplidentifrons Dahlst.,24,(also 16|17|25|26|27|28|29|33),y,1,,,,,
253296-1,Taraxacum euryphyllum (Dahlst.) Hjelt,Taraxacum euryphyllum (Dahlst.) Hjelt,32,,y,2,,,,,
253296-1,Taraxacum euryphyllum (Dahlst.) Hjelt,Taraxacum euryphyllum (Dahlst.) Hjelt,,32 +1s,y,1,,,,,
253321-1,Taraxacum faeroense (Dahlst.) Dahlst.,Taraxacum faeroense (Dahlst.) Dahlst.,40,,y,4,,,,,
253500-1,Taraxacum hamatum Raunk.,Taraxacum hamatum Raunk.,24,,y,2,,,,,
253500-1,Taraxacum hamatum Raunk.,Taraxacum hamatum Raunk.,,24 +1s,y,1,,,,,
253500-1,Taraxacum hamatum Raunk.,Taraxacum hamatum Raunk.,,24 (25-27| mixoploid),y,1,,,,,
253719-1,Taraxacum lacistophyllum (Dahlst.) Raunk.,Taraxacum lacistophyllum (Dahlst.) Raunk.,24,,y,1,,,,,
306036-2,Taxus baccata L.,Taxus baccata L.,24,,y,2,,,,,
255226-1,Tephroseris integrifolia (L.) Holub,Senecio integrifolius (L.) Clairv.,48,,n,1,,,,,
255226-1,Tephroseris integrifolia (L.) Holub,Senecio integrifolius subsp. integrifolius ,48,,n,1,,,,,
255226-1,Tephroseris integrifolia (L.) Holub,Senecio integrifolius subsp. maritimus (Syme) Chater,48,,n,1,,,,,
460274-1,Teucrium botrys L.,Teucrium botrys L.,32,,y,1,,,,,
460713-1,Teucrium scordium L.,Teucrium scordium L.,32,,y,3,,,,,
460717-1,Teucrium scorodonia L.,Teucrium scorodonia L.,,c.32,y,1,,,,,
460717-1,Teucrium scorodonia L.,Teucrium scorodonia L.,32,,y,1,,,,,
460717-1,Teucrium scorodonia L.,Teucrium scorodonia L.,34,,y,2,,,,,
714201-1,Thalictrum alpinum L.,Thalictrum alpinum L.,14,,y,5,,,,,
302852-2,Thalictrum flavum L.,Thalictrum flavum L.,84,,y,1,,,,,
714633-1,Thalictrum minus L.,Thalictrum minus L.,42,,y,2,,,,,
17226930-1,Thelypteris palustris Schott,Thelypteris palustris Schott,70,,y,1,,,,,
780893-1,Thesium humifusum DC.,Thesium humifusum DC.,,c.26,y,1,,,,,
290477-1,Thlaspi arvense L.,Thlaspi arvense L.,14,,y,2,,,,,
461121-1,Thymus drucei Ronniger,Thymus drucei Ronniger,,?54,y,2,,,,,
461121-1,Thymus drucei Ronniger,Thymus drucei Ronniger,,c.50,y,6,,,,,
461121-1,Thymus drucei Ronniger,Thymus drucei Ronniger,,c.54,y,1,,,,,
461121-1,Thymus drucei Ronniger,Thymus drucei Ronniger,51,,y,1,,,,,
461121-1,Thymus drucei Ronniger,Thymus polytrichus subsp. britannicus (Ronniger) Kerguelen,52,,n,1,,,,,
461121-1,Thymus drucei Ronniger,Thymus polytrichus subsp. britannicus (Ronniger) Kerguelen,56,,n,2,,,,,
461121-1,Thymus drucei Ronniger,Thymus praecox subsp. arcticus (Durand) Jalas,56,,n,1,,,,,
461562-1,Thymus pulegioides L.,Thymus pulegioides subsp. pulegioides ,,c.28,n,1,,,,,
461562-1,Thymus pulegioides L.,Thymus pulegioides subsp. pulegioides ,28,,n,1,,,,,
30066276-2,Thymus serpyllum L.,Thymus serpyllum subsp. serpyllum ,24,,n,2,,,,,
835277-1,Tilia cordata Mill.,Tilia cordata Mill.,,82-86,y,6,,,,,
542298-1,Tofieldia pusilla (Michx.) Pers.,Tofieldia pusilla (Michx.) Pers.,30,,y,2,,,,,
849502-1,Torilis arvensis (Huds.) Link,Torilis arvensis (Huds.) Link,12,,y,1,,,,,
849533-1,Torilis japonica (Houtt.) DC.,Torilis japonica (Houtt.) DC.,16,,y,2,,,,,
849545-1,Torilis nodosa (L.) Gaertn.,Torilis nodosa (L.) Gaertn.,24,,y,2,,,,,
256109-1,Tragopogon porrifolius L.,Tragopogon porrifolius subsp. porrifolius ,12,,n,1,,,,,
256112-1,Tragopogon pratensis L.,Tragopogon pratensis L.,12,,y,1,,,,,
256112-1,Tragopogon pratensis L.,Tragopogon pratensis subsp. minor (Mill.) Wahlenb.,12,,n,7,,,,,
17232430-1,Trichomanes speciosum Willd.,"Trichomanes radicans sensu P.Fourn., non Sw.",144,,n,1,,,,,
522881-1,Trifolium arvense L.,Trifolium arvense L.,14,,y,1,,,,,
522975-1,Trifolium campestre Schreb.,Trifolium campestre Schreb.,14,,y,1,,,,,
523099-1,Trifolium dubium Sibth.,Trifolium dubium Sibth.,32,,y,1,,,,,
523154-1,Trifolium fragiferum L.,Trifolium fragiferum subsp. fragiferum ,16,,n,1,,,,,
523184-1,Trifolium glomeratum L.,Trifolium glomeratum L.,16,,y,1,,,,,
523237-1,Trifolium incarnatum L.,Trifolium incarnatum L.,14,,y,1,,,,,
523237-1,Trifolium incarnatum L.,Trifolium incarnatum subsp. molinerii (Balb. ex Hornem.) Ces.,14,,n,1,,,,,
523361-1,Trifolium medium L.,Trifolium medium L.,80,,y,1,,,,,
523462-1,Trifolium occidentale Coombe,Trifolium occidentale Coombe,,c.16,y,1,,,,,
523462-1,Trifolium occidentale Coombe,Trifolium occidentale Coombe,16,,y,8,,,,,
523465-1,Trifolium ochroleucon Huds.,Trifolium ochroleucon Huds.,16,,y,1,,,,,
20010350-1,Trifolium ornithopodioides L.,Trigonella ornithopodioides (L.) DC.,18,,n,1,,,,,
523575-1,Trifolium pratense L.,Trifolium pratense L.,,14+0/2s,y,1,,,,,
523575-1,Trifolium pratense L.,Trifolium pratense L.,14,,y,1,,,,,
523626-1,Trifolium repens L.,Trifolium repens L.,,26-36,y,1,,,,,
523626-1,Trifolium repens L.,Trifolium repens L.,32,,y,5,,,,,
523679-1,Trifolium scabrum L.,Trifolium scabrum L.,10,,y,1,,,,,
523726-1,Trifolium squamosum L.,Trifolium squamosum L.,16,,y,1,,,,,
523751-1,Trifolium striatum L.,Trifolium striatum L.,14,,y,1,,,,,
523761-1,Trifolium subterraneum L.,Trifolium subterraneum L.,16,,y,2,,,,,
523764-1,Trifolium suffocatum L.,Trifolium suffocatum L.,16,,y,1,,,,,
258178-2,Triglochin maritima L.,Triglochin maritima L.,48,,y,4,,,,,
603552-1,Triglochin palustris L.,Triglochin palustris L.,24,,y,1,,,,,
256500-1,Tripleurospermum inodorum (L.) Sch.Bip.,Tripleurospermum inodorum (L.) Sch.Bip.,18,,y,48,,,,,
256500-1,Tripleurospermum inodorum (L.) Sch.Bip.,Tripleurospermum inodorum (L.) Sch.Bip.,36,,y,1,,,,,
256500-1,Tripleurospermum inodorum (L.) Sch.Bip.,Tripleurospermum inodorum (L.) Sch.Bip.,,18 +0/1s,y,1,,,,,
256500-1,Tripleurospermum inodorum (L.) Sch.Bip.,Tripleurospermum inodorum (L.) Sch.Bip.,,18 +0-2s,y,7,,,,,
256500-1,Tripleurospermum inodorum (L.) Sch.Bip.,Tripleurospermum maritimum subsp. inodorum var. inodorum ,18,,n,1,,,,,
256507-1,Tripleurospermum maritimum (L.) W.D.J.Koch,Tripleurospermum maritimum subsp. phaeocephalum (Rupr.)Haemet-Ahti ,18,,n,1,,,,,
256507-1,Tripleurospermum maritimum (L.) W.D.J.Koch,Tripleurospermum maritimum var. maritimum ,18,,n,22,,,,,
256507-1,Tripleurospermum maritimum (L.) W.D.J.Koch,Tripleurospermum maritimum var. maritimum ,,18 +2s,n,1,,,,,
256507-1,Tripleurospermum maritimum (L.) W.D.J.Koch,Tripleurospermum maritimum var. salinum (Wallr.) Kay,18,,n,7,,,,,
256507-1,Tripleurospermum maritimum (L.) W.D.J.Koch,Tripleurospermum maritimum var. salinum (Wallr.) Kay,,18 +0/2s,n,1,,,,,
256563-1,Tripolium pannonicum (Jacq.) Dobrocz.,Aster tripolium L.,18,,n,13,,,,,
256563-1,Tripolium pannonicum (Jacq.) Dobrocz.,Aster tripolium var. arctium Fr.,18,,n,1,,,,,
256563-1,Tripolium pannonicum (Jacq.) Dobrocz.,Aster tripolium var. discoideus Rchb.f.,18,,n,1,,,,,
425194-1,Trisetum flavescens (L.) P.Beauv.,Trisetum flavescens (L.) P.Beauv.,28,,y,1,,,,,
332110-2,Triticum aestivum L.,Triticum vulgare Vill. [cultivated],42,,n,1,,,,,
332110-2,Triticum aestivum L.,Triticum aestivum L. [cultivated],42,,y,1,,,,,
259709-2,Triticum compactum Host,Triticum compactum Host [cultivated],42,,y,1,,,,,
425669-1,Triticum durum Desf.,Triticum durum Desf. [cultivated],28,,y,1,,,,,
425811-1,Triticum monococcum L.,Triticum monococcum L. [cultivated],14,,y,1,,,,,
316216-2,Triticum turgidum L.,Triticum turgidum L. [cultivated],28,,y,1,,,,,
316216-2,Triticum turgidum L.,Triticum polonicum L. [cultivated],28,,n,1,,,,,
849890-1,Trocdaris verticillata (L.) Raf.,Carum verticillatum (L.) W.D.J.Koch,,18?,n,1,,,,,
306789-2,Trollius europaeus L.,Trollius europaeus L.,16,,y,6,,,,,
169408-1,Tuberaria guttata (L.) Fourr.,Tuberaria guttata (L.) Fourr.,,c.36,y,1,,,,,
169408-1,Tuberaria guttata (L.) Fourr.,Tuberaria guttata (L.) Fourr.,36,,y,2,,,,,
543106-1,Tulipa sylvestris L.,Tulipa sylvestris L.,48,,y,1,,,,,
290916-1,Turritis glabra L.,Arabis glabra (L.) Bernh.,12,,n,1,,,,,
256904-1,Tussilago farfara L.,Tussilago farfara L.,,c.60,y,1,,,,,
256904-1,Tussilago farfara L.,Tussilago farfara L.,60,,y,2,,,,,
836870-1,Typha latifolia L.,Typha latifolia L.,30,,y,1,,,,,
524298-1,Ulex europaeus L.,Ulex europaeus L.,,c.96,y,2,,,,,
524298-1,Ulex europaeus L.,Ulex europaeus L.,96,,y,6,,,,,
524303-1,Ulex gallii Planch.,Ulex gallii Planch.,64,,y,11,,,,,
524303-1,Ulex gallii Planch.,Ulex gallii Planch.,96,,y,3,,,,,
524331-1,Ulex minor Roth,Ulex minor Roth,32,,y,5,,,,,
302887-2,Ulmus glabra Huds.,Ulmus glabra Huds.,28,,y,1,,,,,
856890-1,Ulmus minor Mill.,Ulmus nitens Moench,28,,n,1,,,,,
277005-1,Umbilicus rupestris (Salisb.) Dandy,Umbilicus rupestris (Salisb.) Dandy,48,,y,1,,,,,
260630-2,Urtica dioica L.,Urtica dioica L.,,c.52,y,5,,,,,
260630-2,Urtica dioica L.,Urtica dioica L.,48,,y,1,,,,,
260630-2,Urtica dioica L.,Urtica dioica L.,52,,y,2,,,,,
260630-2,Urtica dioica L.,Urtica galeopsifolia Wierzb. ex Opiz,,c.26,n,3,,,,,
857987-1,Urtica urens L.,Urtica urens L.,24,,y,2,,,,,
60432533-2,Vaccinium microcarpum (Turcz. ex Rupr.) Schmalh.,Vaccinium microcarpum (Turcz. ex Rupr.) Schmalh.,24,,y,1,,,,,
30006039-2,Vaccinium myrtillus L.,Vaccinium myrtillus L.,24,,y,2,,,,,
30184367-2,Vaccinium uliginosum L.,Vaccinium uliginosum L.,39,,y,1,,,,,
30184367-2,Vaccinium uliginosum L.,Vaccinium uliginosum subsp. uliginosum ,48,,n,2,,,,,
293975-2,Vaccinium vitis-idaea L.,Vaccinium vitis-idaea L.,24,,y,1,,,,,
30028947-2,Valeriana dioica L.,Valeriana dioica L.,16,,y,2,,,,,
860012-1,Valeriana officinalis L.,Valeriana officinalis L.,,55 or 56,y,2,,,,,
860012-1,Valeriana officinalis L.,Valeriana officinalis L.,,c.28,y,1,,,,,
860012-1,Valeriana officinalis L.,Valeriana officinalis L.,,c.56,y,21,,,,,
860012-1,Valeriana officinalis L.,Valeriana officinalis L.,28,,y,24,,,,,
860012-1,Valeriana officinalis L.,Valeriana officinalis L.,35,,y,1,,,,,
860012-1,Valeriana officinalis L.,Valeriana officinalis L.,56,,y,56,,,,,
860012-1,Valeriana officinalis L.,Valeriana officinalis L.,70,,y,1,,,,,
770013-1,Verbascum nigrum L.,Verbascum nigrum L.,,c.30 +4(3-7)s,y,1,,,,,
770074-1,Verbascum pulverulentum Vill.,Verbascum pulverulentum Vill.,32,,y,1,,,,,
770183-1,Verbascum thapsus L.,Verbascum thapsus L.,36,,y,1,,,,,
770211-1,Verbascum virgatum Stokes,Verbascum virgatum Stokes,,c.64,y,1,,,,,
330554-2,Verbena officinalis L.,Verbena officinalis L.,14,,y,1,,,,,
326368-2,Veronica agrestis L.,Veronica agrestis L.,28,,y,1,,,,,
811610-1,Veronica anagallis-aquatica L.,Veronica anagallis-aquatica L.,36,,y,1,,,,,
811649-1,Veronica arvensis L.,Veronica arvensis L.,16,,y,1,,,,,
811680-1,Veronica beccabunga L.,Veronica beccabunga L.,18,,y,4,,,,,
