kew_id,unclear_species_marker,extinct_species_marker,taxon_name,taxon_name_binom,authors,taxon_name_WCVP,authors_WCVP,order,family,genus,subgenus,section,subsection,series,species,group,aggregate,members_of_agg.,taxonomic_status,accepted_kew_id,accepted_name,accepted_authors,imperfect_match_with_Stace_IV,WCVP_URL,POWO_URL,IPNI_URL,accepted_WCVP_URL,StaceIV_nativity,Atlas_nativity_viaALIENATT_PLANTATT,Stace_Crawley_nativity_aliens,SLA,LDMC,seed_mass,leaf_area,mean_veg_height,max_veg_height,L_PLANTATT,F_PLANTATT,R_PLANTATT,N_PLANTATT,S_PLANTATT,L_Doring,F_Doring,R_Doring,N_Doring,S_Doring,T_Doring,ECPE_CSR,predicted_CSR,growth_form,succulence,life_form,biome,origin,TDWG_level_1_code,GB_Man_hectads_post2000,Ire_hectads_post2000,CI_hectads_post2000,GB_Man_hectads_1987_1999,Ire_hectads_1987_1999,CI_hectads_1987_1999,GB_Man_hectads_2000_2009,Ire_hectads_2000_2009,CI_hectads_2000_2009,GB_Man_hectads_2010_2019,Ire_hectads_2010_2019,CI_hectads_2010_2019,hybrid_propensity,scaled_hybrid_propensity,BOLD_link1,BOLD_link2,BOLD_link3
60468511-2,,,Abies alba Mill.,Abies alba,Mill.,Abies alba,Mill.,Pinales,Pinaceae,Abies,,,,,alba,,,,Accepted,,,,,https://wcvp.science.kew.org/taxon/60468511-2,http://plantsoftheworldonline.org/taxon/60468511-2,https://ipni.org/n/60468511-2,,Neo-natd,AN,Neo,7.698508098,0.529816331,65.61283431,255.0291582,46.84389333,68,NA,NA,NA,NA,NA,3,NA,NA,NA,0,5,NA,S,Tree,NA,phanerophyte / tree,,mountains in C Europe,1,382,230,0,230,28,0,120,179,0,303,89,0,NA,NA,NA,NA,NA
325658-2,,,Abies amabilis Douglas ex J.Forbes,Abies amabilis,Douglas ex J.Forbes,Abies amabilis,(Douglas ex Loudon) J.Forbes,Pinales,Pinaceae,Abies,,,,,amabilis,,,,Accepted,,,,,https://wcvp.science.kew.org/taxon/325658-2,http://plantsoftheworldonline.org/taxon/325658-2,https://ipni.org/n/325658-2,,,,,86.69076923,NA,42.27712579,NA,50.14852174,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tree,NA,phanerophyte / tree,,W N America,7,11,0,0,7,0,0,5,0,0,8,0,0,NA,NA,NA,NA,NA
261486-1,,,Abies cephalonica Loudon,Abies cephalonica,Loudon,Abies cephalonica,Loudon,Pinales,Pinaceae,Abies,,,,,cephalonica,,,,Accepted,,,,,https://wcvp.science.kew.org/taxon/261486-1,http://plantsoftheworldonline.org/taxon/261486-1,https://ipni.org/n/261486-1,,Neo-natd,AN,Neo,6.530925693,NA,71.43,NA,25.875,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tree,NA,phanerophyte / tree,,Greece,1,11,0,0,6,0,0,1,0,0,9,0,0,NA,NA,NA,NA,NA
1030488-2,,,Abies fraseri (Pursh) Poir.,Abies fraseri,(Pursh) Poir.,Abies fraseri,(Pursh) Poir.,Pinales,Pinaceae,Abies,,,,,fraseri,,,,Accepted,,,,,https://wcvp.science.kew.org/taxon/1030488-2,http://plantsoftheworldonline.org/taxon/1030488-2,https://ipni.org/n/1030488-2,,Neo-surv,AN,Neo,6.071,NA,7.202711808,22.80183633,20.1384,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tree,NA,phanerophyte / tree,,E N America,7,2,0,0,0,0,0,0,0,0,2,0,0,NA,NA,NA,NA,NA
1033427-2,,,Abies grandis (Douglas ex D.Don) Lindl.,Abies grandis,(Douglas ex D.Don) Lindl.,Abies grandis,(Douglas ex D.Don) Lindl.,Pinales,Pinaceae,Abies,,,,,grandis,,,,Accepted,,,,,https://wcvp.science.kew.org/taxon/1033427-2,http://plantsoftheworldonline.org/taxon/1033427-2,https://ipni.org/n/1033427-2,,Neo-surv,AN,Neo,11.0563714,NA,22.44465458,59.856,27.37364286,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tree,NA,phanerophyte / tree,,W N America,7,567,73,0,327,11,0,268,35,0,436,40,0,NA,NA,NA,NA,NA
261599-1,,,Abies nordmanniana (Steven) Spach,Abies nordmanniana,(Steven) Spach,Abies nordmanniana,(Steven) Spach,Pinales,Pinaceae,Abies,,,,,nordmanniana,,,,Accepted,,,,,https://wcvp.science.kew.org/taxon/261599-1,http://plantsoftheworldonline.org/taxon/261599-1,https://ipni.org/n/261599-1,,Neo-surv,AN,Neo,NA,NA,77.41835694,NA,48.96,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tree,NA,phanerophyte / tree,,Caucasus,"1, 3",147,18,0,26,0,0,29,7,0,124,10,0,NA,NA,NA,NA,NA
676607-1,,,Abies procera Rehder,Abies procera,Rehder,Abies procera,Rehder,Pinales,Pinaceae,Abies,,,,,procera,,,,Accepted,,,,,https://wcvp.science.kew.org/taxon/676607-1,http://plantsoftheworldonline.org/taxon/676607-1,https://ipni.org/n/676607-1,,Neo-surv,AN,Neo,13.41314934,NA,33.55245531,NA,54.49635714,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tree,NA,phanerophyte / tree,,W N America,7,444,101,1,202,12,0,183,80,0,354,36,1,NA,NA,NA,NA,NA
1044174-2,,,Abutilon theophrasti Medik.,Abutilon theophrasti,Medik.,Abutilon theophrasti,Medik.,Malvales,Malvaceae,Abutilon,,,,,theophrasti,,,,Accepted,,,,,https://wcvp.science.kew.org/taxon/1044174-2,http://plantsoftheworldonline.org/taxon/1044174-2,https://ipni.org/n/1044174-2,,Neo-casual,AC,Neo-casual,26.36373109,NA,8.7972,NA,1.35,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Herb,NA,therophyte,,SE Europe,1,45,5,0,58,0,0,22,2,0,25,3,0,NA,NA,NA,NA,NA
470873-1,,,Acacia melanoxylon R.Br,Acacia melanoxylon,R.Br.,Acacia melanoxylon,R.Br.,Fabales,Fabaceae,Acacia,,,,,melanoxylon,,,,Accepted,,,,,https://wcvp.science.kew.org/taxon/470873-1,http://plantsoftheworldonline.org/taxon/470873-1,https://ipni.org/n/470873-1,,Neo-natd,AN,Neo-natd,16.00556778,0.315110715,12.64666771,1573.245143,25.526,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S/CSR,Shrub,NA,phanerophyte / tree,,Australia,5,6,0,0,1,0,0,2,0,0,5,0,0,NA,NA,NA,NA,NA
60466122-2,,,Acaena anserinifolia (J.R.Forst & G.Forst) Druce,Acaena anserinifolia,(J.R.Forst & G.Forst) Druce,Acaena anserinifolia,(J.R.Forst. & G.Forst.) J.B.Armstr.,Rosales,Rosaceae,Acaena,,,,,anserinifolia,,,,Accepted,,,,,https://wcvp.science.kew.org/taxon/60466122-2,http://plantsoftheworldonline.org/taxon/60466122-2,https://ipni.org/n/60466122-2,,Neo-natd,AN,Neo-natd,24.45398604,NA,1.26,82.4,0.154166667,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Herb,NA,chamaephyte,,New Zealand,5,41,6,0,10,2,0,14,3,0,32,4,0,1,100,NA,NA,NA
719952-1,,,Acaena caesiiglauca (Bitter) Bergmans,Acaena caesiiglauca,(Bitter) Bergmans,Acaena caesiiglauca,(Bitter) Bergmans,Rosales,Rosaceae,Acaena,,,,,caesiiglauca,,,,Accepted,,,,,https://wcvp.science.kew.org/taxon/719952-1,http://plantsoftheworldonline.org/taxon/719952-1,https://ipni.org/n/719952-1,,Neo-natd,AN,Neo-natd,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Herb,NA,chamaephyte,,New Zealand,5,6,1,0,3,0,0,0,0,0,6,1,0,NA,NA,NA,NA,NA
720015-1,,,Acaena inermis Hook.,Acaena inermis,Hook.,Acaena inermis,Hook.f.,Rosales,Rosaceae,Acaena,,,,,inermis,,,,Accepted,,,,,https://wcvp.science.kew.org/taxon/720015-1,http://plantsoftheworldonline.org/taxon/720015-1,https://ipni.org/n/720015-1,,Neo-natd,AN,Neo-natd,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,chamaephyte,,New Zealand,5,30,0,0,11,0,0,9,0,0,23,0,0,1,100,NA,NA,NA
720063-1,,,Acaena novae-zelandiae Kirk,Acaena novae-zelandiae,Kirk,Acaena novae-zelandiae,Kirk,Rosales,Rosaceae,Acaena,,,,,novae-zelandiae,,,,Accepted,,,,,https://wcvp.science.kew.org/taxon/720063-1,http://plantsoftheworldonline.org/taxon/720063-1,https://ipni.org/n/720063-1,,Neo-natd,AN,Neo-natd,7.86163522,NA,1.480714286,NA,0.075,0.15,8,3,6,3,0,8,3,6,3,0,NA,NA,NA,Herb,NA,chamaephyte,Mediterranean,New Zealand and Australia,5,207,31,1,70,7,0,83,14,1,178,23,0,NA,NA,NA,NA,NA
720073-1,,,Acaena ovalifolia Ruiz & Pav.,Acaena ovalifolia,Ruiz & Pav.,Acaena ovalifolia,(Vahl) Ruiz & Pav.,Rosales,Rosaceae,Acaena,,,,,ovalifolia,,,,Accepted,,,,,https://wcvp.science.kew.org/taxon/720073-1,http://plantsoftheworldonline.org/taxon/720073-1,https://ipni.org/n/720073-1,,Neo-natd,AN,Neo-natd,NA,NA,0.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Herb,NA,chamaephyte,,S America,8,60,73,0,15,21,0,21,30,0,49,63,0,NA,NA,NA,NA,NA
44892-1,,,Acanthus mollis L.,Acanthus mollis,L.,Acanthus mollis,L.,Lamiales,Acanthaceae,Acanthus,,,,,mollis,,,,Accepted,,,,,https://wcvp.science.kew.org/taxon/44892-1,http://plantsoftheworldonline.org/taxon/44892-1,https://ipni.org/n/44892-1,,Neo-natd,AN,Neo-natd,NA,NA,208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Herb,NA,hemicryptophyte,,W & C Mediterranean,"1, 2",318,9,6,121,1,6,135,3,2,274,6,5,NA,NA,NA,NA,NA
44920-1,,,Acanthus spinosus L.,Acanthus spinosus,L.,Acanthus spinosus,L.,Lamiales,Acanthaceae,Acanthus,,,,,spinosus,,,,Accepted,,,,,https://wcvp.science.kew.org/taxon/44920-1,http://plantsoftheworldonline.org/taxon/44920-1,https://ipni.org/n/44920-1,,Neo-natd,AN,Neo-natd,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Herb,NA,hemicryptophyte,,C Mediterranean,"1, 2",102,0,1,22,0,0,27,0,0,86,0,1,NA,NA,NA,NA,NA
781250-1,,,Acer campestre L.,Acer campestre,L.,Acer campestre,L.,Sapindales,Sapindaceae,Acer,,,,,campestre,,,,Accepted,,,,,https://wcvp.science.kew.org/taxon/781250-1,http://plantsoftheworldonline.org/taxon/781250-1,https://ipni.org/n/781250-1,,N,N,,15.53929128,0.357474392,74.37711981,2755.209333,14.3784507,25,5,5,7,6,0,5,5,7,6,0,6,SC,CS/CSR,Tree,NA,phanerophyte / tree,Temperate,,,1839,191,8,1582,65,10,1487,101,3,1756,126,7,NA,NA,https://www.boldsystems.org/index.php/Public_RecordView?processid=POWNA001-10,https://www.boldsystems.org/index.php/Public_RecordView?processid=POWNA1970-12,https://www.boldsystems.org/index.php/Public_RecordView?processid=POWNA1976-12
56622-1,,,Acer cappadocicum Gled.,Acer cappadocicum,Gled.,Acer cappadocicum,Gled.,Sapindales,Sapindaceae,Acer,,,,,cappadocicum,,,,Accepted,,,,,https://wcvp.science.kew.org/taxon/56622-1,http://plantsoftheworldonline.org/taxon/56622-1,https://ipni.org/n/56622-1,,Neo-natd,AN,Neo-natd,NA,NA,84.2,NA,23.57142857,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tree,NA,phanerophyte,,SW Asia,3,174,7,0,64,0,0,72,5,0,129,2,0,NA,NA,NA,NA,NA
781412-1,,,Acer negundo L.,Acer negundo,L.,Acer negundo,L.,Sapindales,Sapindaceae,Acer,,,,,negundo,,,,Accepted,,,,,https://wcvp.science.kew.org/taxon/781412-1,http://plantsoftheworldonline.org/taxon/781412-1,https://ipni.org/n/781412-1,,Neo-surv,AN,Neo-surv,24.65321029,0.326853177,38.23206164,7735.507852,11.80398133,30,NA,NA,NA,NA,NA,5,6,7,7,0,6,NA,CS/CSR,Tree,NA,phanerophyte / tree,,N America,7,195,0,0,66,0,0,54,0,0,172,0,0,NA,NA,NA,NA,NA
927504-1,,,Acer palmatum Thunb.,Acer palmatum,Thunb.,Acer palmatum,Thunb.,Sapindales,Sapindaceae,Acer,,,,,palmatum,,,,Accepted,,,,,https://wcvp.science.kew.org/taxon/927504-1,http://plantsoftheworldonline.org/taxon/927504-1,https://ipni.org/n/927504-1,,Neo-surv,,Neo-surv,26.9949169,NA,31.80825054,1935.7007,10.58333333,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tree,NA,phanerophyte / tree,,"China, Korea and Japan",3,181,3,0,22,0,0,31,1,0,156,2,0,NA,NA,NA,NA,NA
781455-1,,,Acer platanoides L.,Acer platanoides,L.,Acer platanoides,L.,Sapindales,Sapindaceae,Acer,,,,,platanoides,,,,Accepted,,,,,https://wcvp.science.kew.org/taxon/781455-1,http://plantsoftheworldonline.org/taxon/781455-1,https://ipni.org/n/781455-1,,Neo-natd,AN,Neo-natd,19.6013785,0.371659042,120.9560734,7837.016941,23.91535714,35,4,5,7,7,0,4,NA,NA,NA,0,6,NA,CS/CSR,Tree,NA,phanerophyte / tree,Temperate,Europe,1,1875,188,5,1373,39,5,1283,112,2,1737,118,3,NA,NA,NA,NA,NA
781462-1,,,Acer pseudoplatanus L.,Acer pseudoplatanus,L.,Acer pseudoplatanus,L.,Sapindales,Sapindaceae,Acer,,,,,pseudoplatanus,,,,Accepted,,,,,https://wcvp.science.kew.org/taxon/781462-1,http://plantsoftheworldonline.org/taxon/781462-1,https://ipni.org/n/781462-1,,Neo-natd,AN,Neo-natd,15.69683591,0.350606677,87.94846718,7509.289894,17.54017308,40,4,5,6,6,0,4,6,NA,7,0,NA,C/SC,CS/CSR,Tree,NA,phanerophyte / tree,Temperate,Europe,1,2602,959,11,2500,908,13,2293,750,5,2552,944,11,NA,NA,NA,NA,NA
1892-2,,,Acer saccharinum L.,Acer saccharinum,L.,Acer saccharinum,L.,Sapindales,Sapindaceae,Acer,,,,,saccharinum,,,,Accepted,,,,,https://wcvp.science.kew.org/taxon/1892-2,http://plantsoftheworldonline.org/taxon/1892-2,https://ipni.org/n/1892-2,,Neo-surv,AN,Neo-surv,23.15982635,NA,224.3833417,3021,31.32901538,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tree,NA,phanerophyte / tree,,N America,7,356,5,0,85,2,0,128,2,0,293,3,0,NA,NA,NA,NA,NA
173943-1,,,Achillea distans Waldst. & Kit. ex Willd.,Achillea distans,Waldst. & Kit. ex Willd.,Achillea distans,Waldst. & Kit. ex Willd.,Asterales,Asteraceae,Achillea,,,,,distans,,,,Accepted,,,,,https://wcvp.science.kew.org/taxon/173943-1,http://plantsoftheworldonline.org/taxon/173943-1,https://ipni.org/n/173943-1,,Neo-natd,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hemicryptophyte,,S & E Europe,1,3,1,0,3,0,0,1,0,0,2,1,0,NA,NA,NA,NA,NA
173972-1,,,Achillea filipendulina Lam.,Achillea filipendulina,Lam.,Achillea filipendulina,Lam.,Asterales,Asteraceae,Achillea,,,,,filipendulina,,,,Accepted,,,,,https://wcvp.science.kew.org/taxon/173972-1,http://plantsoftheworldonline.org/taxon/173972-1,https://ipni.org/n/173972-1,,Neo-natd,AN,Neo-natd,NA,NA,0.10375,NA,0.4,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Herb,NA,hemicryptophyte,,W & C Asia,3,86,0,0,18,0,0,22,0,0,71,0,0,NA,NA,NA,NA,NA
77067622-1,,,Achillea maritima (L.) Ehrend. & Y.P.Guo,Achillea maritima,(L.) Ehrend. & Y.P.Guo,Achillea maritima,(L.) Ehrend. & Y.P.Guo,Asterales,Asteraceae,Achillea,,,,,maritima,,,,Accepted,,,,,https://wcvp.science.kew.org/taxon/77067622-1,http://plantsoftheworldonline.org/taxon/77067622-1,https://ipni.org/n/77067622-1,,N,,,12.7,0.161,9.416,75.1,0.1816,0.2,9,2,5,2,3,9,2,5,2,3,NA,NA,R/CR,Herb,NA,hemicryptophyte,,,,0,2,0,0,3,0,0,1,0,0,2,0,NA,NA,https://www.boldsystems.org/index.php/Public_RecordView?processid=FPUK464-14,https://www.boldsystems.org/index.php/Public_RecordView?processid=FPUK970-14,NA
2294-2,,,Achillea millefolium L.,Achillea millefolium,L.,Achillea millefolium,L.,Asterales,Asteraceae,Achillea,,,,,millefolium,,,,Accepted,,,,,https://wcvp.science.kew.org/taxon/2294-2,http://plantsoftheworldonline.org/taxon/2294-2,https://ipni.org/n/2294-2,,N,N,,15.7613603,0.25046096,0.171729774,878.9496294,0.174140149,0.9144,7,5,6,4,1,7,5,6,4,1,NA,CR/CSR,S/CSR,Herb,NA,hemicryptophyte,Boreo-Temperate,,,2779,979,14,2737,927,14,2496,637,8,2753,964,14,NA,NA,https://www.boldsystems.org/index.php/Public_RecordView?processid=POWNA1036-12,https://www.boldsystems.org/index.php/Public_RecordView?processid=POWNA002-10,https://www.boldsystems.org/index.php/Public_RecordView?processid=POWNA2699-12
2332-2,,,Achillea nobilis L.,Achillea nobilis,L.,Achillea nobilis,L.,Asterales,Asteraceae,Achillea,,,,,nobilis,,,,Accepted,,,,,https://wcvp.science.kew.org/taxon/2332-2,http://plantsoftheworldonline.org/taxon/2332-2,https://ipni.org/n/2332-2,,Neo-natd,,Neo-natd,NA,NA,0.0716,NA,0.4,0.6,NA,NA,NA,NA,NA,8,4,8,1,0,7,NA,NA,Herb,NA,hemicryptophyte,,C & S Europe,1,6,3,0,2,0,0,3,1,0,4,1,0,NA,NA,NA,NA,NA
2336-2,,,Achillea ptarmica L.,Achillea ptarmica,L.,Achillea ptarmica,L.,Asterales,Asteraceae,Achillea,,,,,ptarmica,,,,Accepted,,,,,https://wcvp.science.kew.org/taxon/2336-2,http://plantsoftheworldonline.org/taxon/2336-2,https://ipni.org/n/2336-2,,N,N,,24.31243347,0.149075577,0.244825,119,0.661363636,1.4,7,7,5,3,0,8,8,4,2,0,6,CR/CSR,R,Herb,NA,hemicryptophyte,Boreo-Temperate,,,2163,427,0,2078,375,1,1614,229,0,1946,354,0,NA,NA,https://www.boldsystems.org/index.php/Public_RecordView?processid=POWNA003-10,https://www.boldsystems.org/index.php/Public_RecordView?processid=POWNA2919-12,https://www.boldsystems.org/index.php/Public_RecordView?processid=POWNA2700-12
707564-1,,,Aconitum lycoctonum L.,Aconitum lycoctonum,L.,Aconitum lycoctonum,L.,Ranunculales,Ranunculaceae,Aconitum,,,,,lycoctonum,,,,Accepted,,,,,https://wcvp.science.kew.org/taxon/707564-1,http://plantsoftheworldonline.org/taxon/707564-1,https://ipni.org/n/707564-1,,Neo-natd,,,NA,NA,3.208833333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Herb,NA,geophyte,,C Europe,1,9,0,0,6,0,1,4,0,0,4,0,0,NA,NA,NA,NA,NA
707615-1,,,Aconitum napellus L.,Aconitum napellus,L.,Aconitum napellus,L.,Ranunculales,Ranunculaceae,Aconitum,,,,,napellus,,,,Accepted,,,,,https://wcvp.science.kew.org/taxon/707615-1,http://plantsoftheworldonline.org/taxon/707615-1,https://ipni.org/n/707615-1,,?N,NA (unclear),,24.69059004,0.187241215,3.712733333,6387.135,0.883541667,1.4,5,7,7,6,0,5,7,7,6,0,NA,NA,C/CR,Herb,NA,geophyte,Temperate,,,490,28,0,522,4,0,238,13,0,342,16,0,NA,NA,https://www.boldsystems.org/index.php/Public_RecordView?processid=POWNA2369-12,https://www.boldsystems.org/index.php/Public_RecordView?processid=POWNA004-10,https://www.boldsystems.org/index.php/Public_RecordView?processid=POWNA2370-12
84009-1,,,Acorus calamus L.,Acorus calamus,L.,Acorus calamus,L.,Acorales,Acoraceae,Acorus,,,,,calamus,,,,Accepted,,,,,https://wcvp.science.kew.org/taxon/84009-1,http://plantsoftheworldonline.org/taxon/84009-1,https://ipni.org/n/84009-1,,Neo-natd,AN,Neo-natd,27.59882407,0.221284611,3.2156875,4152.526667,1.057333333,1.524,8,10,7,7,0,8,10,7,7,0,6,NA,CR/CSR,Herb,NA,helophyte / hemicryptophyte,Mediterranean,Asia and N America,"3, 4, 7",460,7,1,398,10,3,291,3,0,327,6,1,NA,NA,NA,NA,NA
84019-1,,,Acorus gramineus Aiton,Acorus gramineus,Aiton,Acorus gramineus,Aiton,Acorales,Acoraceae,Acorus,,,,,gramineus,,,,Accepted,,,,,https://wcvp.science.kew.org/taxon/84019-1,http://plantsoftheworldonline.org/taxon/84019-1,https://ipni.org/n/84019-1,,Neo-natd,AN,Neo-natd,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Herb,NA,hemicryptophyte,,E Asia,3,20,0,0,3,0,0,4,0,0,16,0,0,NA,NA,NA,NA,NA
303913-2,,,Actaea spicata L.,Actaea spicata,L.,Actaea spicata,L.,Ranunculales,Ranunculaceae,Actaea,,,,,spicata,,,,Accepted,,,,,https://wcvp.science.kew.org/taxon/303913-2,http://plantsoftheworldonline.org/taxon/303913-2,https://ipni.org/n/303913-2,,N,N,,41.73833473,0.204584916,34.86746071,19012.18292,0.3878,0.8,3,5,8,6,0,3,5,6,7,0,5,NA,C/CR,Herb,NA,geophyte,Boreal montane,,,16,0,0,24,0,0,12,0,0,12,0,0,NA,NA,https://www.boldsystems.org/index.php/Public_RecordView?processid=FPUK529-14,https://www.boldsystems.org/index.php/Public_RecordView?processid=FPUK535-14,NA
325030-2,,,Adiantum capillus-veneris L.,Adiantum capillus-veneris,L.,Adiantum capillus-veneris,L.,Polypodiales,Pteridaceae,Adiantum,,,,,capillus-veneris,,,,Accepted,,,,,https://wcvp.science.kew.org/taxon/325030-2,http://plantsoftheworldonline.org/taxon/325030-2,https://ipni.org/n/325030-2,,N,N,,56.29585313,NA,0.150966184,123.8156,0.282594286,0.51816,4,7,8,3,0,4,7,8,3,0,NA,NA,NA,Aquatic,NA,hemicryptophyte,Mediterranean-Atlantic,,,161,35,3,88,24,1,90,18,1,121,27,3,NA,NA,NA,NA,NA
708062-1,,,Adonis annua L.,Adonis annua,L.,Adonis annua,L.,Ranunculales,Ranunculaceae,Adonis,,,,,annua,,,,Accepted,,,,,https://wcvp.science.kew.org/taxon/708062-1,http://plantsoftheworldonline.org/taxon/708062-1,https://ipni.org/n/708062-1,,Arch-colonist,AR,Arch-colonist,NA,NA,11.24,NA,0.23125,0.4,7,4,7,4,0,7,4,7,4,0,NA,NA,NA,Herb,NA,therophyte,Mediterranean-Atlantic,S Europe,1,38,1,1,35,0,0,18,0,0,27,1,1,NA,NA,https://www.boldsystems.org/index.php/Public_RecordView?processid=POWNA005-10,https://www.boldsystems.org/index.php/Public_RecordView?processid=POWNA2368-12,NA
148240-1,,,Adoxa moschatellina L.,Adoxa moschatellina,L.,Adoxa moschatellina,L.,NA,Viburnaceae,Adoxa,,,,,moschatellina,,,,Accepted,,,,,https://wcvp.science.kew.org/taxon/148240-1,http://plantsoftheworldonline.org/taxon/148240-1,https://ipni.org/n/148240-1,,N,N,,38.45,0.136666667,57.5968,1903.666667,0.070833333,0.12,4,5,6,5,0,5,6,7,8,0,NA,NA,CR,Herb,NA,geophyte,Boreo-Temperate,,,1469,2,0,1455,2,0,1099,1,0,1315,2,0,NA,NA,https://www.boldsystems.org/index.php/Public_RecordView?processid=POWNA3157-12,https://www.boldsystems.org/index.php/Public_RecordView?processid=POWNA006-10,https://www.boldsystems.org/index.php/Public_RecordView?processid=POWNA3153-12
112674-1,,,Aegonychon purpureocaeruleum (L.) Holub,Aegonychon purpureocaeruleum,(L.) Holub,Aegonychon purpurocaeruleum,(L.) Holub,Boraginales,Boraginaceae,Aegonychon,,,,,purpurocaeruleum,,,,Accepted,,,,y,https://wcvp.science.kew.org/taxon/112674-1,http://plantsoftheworldonline.org/taxon/112674-1,https://ipni.org/n/112674-1,,N,,,NA,NA,NA,NA,NA,NA,5,4,7,4,0,5,4,7,4,0,NA,NA,NA,NA,NA,chamaephyte,,,,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,https://www.boldsystems.org/index.php/Public_RecordView?processid=POWNA2428-12,https://www.boldsystems.org/index.php/Public_RecordView?processid=POWNA431-10,https://www.boldsystems.org/index.php/Public_RecordView?processid=POWNA2456-12
5849-2,,,Aegopodium podagraria L.,Aegopodium podagraria,L.,Aegopodium podagraria,L.,Apiales,Apiaceae,Aegopodium,,,,,podagraria,,,,Accepted,,,,,https://wcvp.science.kew.org/taxon/5849-2,http://plantsoftheworldonline.org/taxon/5849-2,https://ipni.org/n/5849-2,,Arch-denizen,AR,Arch-denizen,27.74864566,0.23,2.1065,13747.98548,0.606238095,1,6,5,6,7,0,5,6,7,8,0,5,CR/CSR,C/CSR,Herb,NA,hemicryptophyte,Temperate,Europe,1,2471,783,10,2389,736,10,1969,322,4,2403,747,9,NA,NA,https://www.boldsystems.org/index.php/Public_RecordView?processid=POWNA007-10,https://www.boldsystems.org/index.php/Public_RecordView?processid=POWNA2946-12,https://www.boldsystems.org/index.php/Public_RecordView?processid=POWNA2940-12
272195-1,,,Aeonium balsamiferum Webb & Berthel.,Aeonium balsamiferum,Webb & Berthel.,Aeonium balsamiferum,Webb & Berthel.,Saxifragales,Crassulaceae,Aeonium,,,,,balsamiferum,,,,Accepted,,,,,https://wcvp.science.kew.org/taxon/272195-1,http://plantsoftheworldonline.org/taxon/272195-1,https://ipni.org/n/272195-1,,Neo-natd,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,phanerophyte,,Lanzarote,2,1,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA
272212-1,,,Aeonium cuneatum Webb & Berthel.,Aeonium cuneatum,Webb & Berthel.,Aeonium cuneatum,Webb & Berthel.,Saxifragales,Crassulaceae,Aeonium,,,,,cuneatum,,,,Accepted,,,,,https://wcvp.science.kew.org/taxon/272212-1,http://plantsoftheworldonline.org/taxon/272212-1,https://ipni.org/n/272212-1,,Neo-natd,AN,Neo-natd,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,chamaephyte,,Tenerife,2,4,0,0,4,0,0,2,0,0,4,0,0,NA,NA,NA,NA,NA
927643-1,,,Aesculus carnea J.Zeyh.,Aesculus carnea,J.Zeyh.,Aesculus × carnea,Zeyh.,Sapindales,Sapindaceae,Aesculus,,,,,x carnea,,,,Unplaced,,,,y,https://wcvp.science.kew.org/taxon/927643-1,http://plantsoftheworldonline.org/taxon/927643-1,https://ipni.org/n/927643-1,,Neo-natd,AN,Neo-natd,NA,NA,NA,NA,17.5,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tree,NA,phanerophyte / tree,,garden origin,,592,14,0,230,2,1,191,10,0,498,4,0,NA,NA,NA,NA,NA
