kew_id,unclear_species_marker,extinct_species_marker,taxon_name,taxon_name_binom,authors,taxon_name_WCVP,authors_WCVP,order,family,genus,subgenus,section,subsection,series,species,group,aggregate,members_of_agg.,taxonomic_status,accepted_kew_id,accepted_name,accepted_authors,imperfect_match_with_Stace_IV,WCVP_URL,POWO_URL,IPNI_URL,accepted_WCVP_URL,StaceIV_nativity,Atlas_nativity_viaALIENATT_PLANTATT,Stace_Crawley_nativity_aliens,SLA,LDMC,seed_mass,leaf_area,mean_veg_height,max_veg_height,L_PLANTATT,F_PLANTATT,R_PLANTATT,N_PLANTATT,S_PLANTATT,L_Doring,F_Doring,R_Doring,N_Doring,S_Doring,T_Doring,ECPE_CSR,predicted_CSR,growth_form,succulence,life_form,biome,origin,TDWG_level_1_code,GB_Man_hectads_post2000,Ire_hectads_post2000,CI_hectads_post2000,GB_Man_hectads_1987_1999,Ire_hectads_1987_1999,CI_hectads_1987_1999,GB_Man_hectads_2000_2009,Ire_hectads_2000_2009,CI_hectads_2000_2009,GB_Man_hectads_2010_2019,Ire_hectads_2010_2019,CI_hectads_2010_2019,hybrid_propensity,scaled_hybrid_propensity,BOLD_link1,BOLD_link2,BOLD_link3
741905-1,Y,,Sorbus porrigentiformis E.F.Warb.,Sorbus porrigentiformis,E.F.Warb.,Sorbus porrigentiformis,E.F.Warb.,Rosales,Rosaceae,Sorbus,Aria,,,,porrigentiformis,,in agg,,Homotypic_Synonym,77164821-1,Aria porrigentiformis,(E.F.Warb.) Sennikov & Kurtto,,https://wcvp.science.kew.org/taxon/741905-1,http://plantsoftheworldonline.org/taxon/741905-1,https://ipni.org/n/741905-1,https://wcvp.science.kew.org/taxon/77164821-1,N,NE,,NA,NA,11.66,NA,5,5,7,5,7,5,0,7,5,7,5,0,NA,NA,NA,Tree,NA,phanerophyte / tree,Temperate,,,30,0,0,24,0,0,24,0,0,14,0,0,2,3.03030303,https://www.boldsystems.org/index.php/Public_RecordView?processid=POWNA1620-12,https://www.boldsystems.org/index.php/Public_RecordView?processid=POWNA1621-12,https://www.boldsystems.org/index.php/Public_RecordView?processid=FPUK033-14
741916-1,Y,,Sorbus pseudofennica E.F.Warb.,Sorbus pseudofennica,E.F.Warb.,Sorbus pseudofennica,E.F.Warb.,Rosales,Rosaceae,Sorbus,Soraria,,,,pseudofennica,,,,Homotypic_Synonym,77164904-1,Hedlundia pseudofennica,(E.F.Warb.) Sennikov & Kurtto,,https://wcvp.science.kew.org/taxon/741916-1,http://plantsoftheworldonline.org/taxon/741916-1,https://ipni.org/n/741916-1,https://wcvp.science.kew.org/taxon/77164904-1,N,NE,,NA,NA,NA,NA,7,7,7,4,4,3,0,7,4,4,3,0,NA,NA,NA,Tree,NA,phanerophyte / tree,Boreal montane,,,1,0,0,1,0,0,1,0,0,1,0,0,NA,NA,https://www.boldsystems.org/index.php/Public_RecordView?processid=FPUK325-14,https://www.boldsystems.org/index.php/Public_RecordView?processid=FPUK715-14,https://www.boldsystems.org/index.php/Public_RecordView?processid=FPUK410-14
77077524-1,Y,,Sorbus pseudomeinichii Ashley Robertson,Sorbus pseudomeinichii,Ashley Robertson,Sorbus pseudomeinichii,Ashley Robertson,Rosales,Rosaceae,Sorbus,Soraria,,,,pseudomeinichii,,,,Homotypic_Synonym,77164905-1,Hedlundia pseudomeinichii,(Ashley Robertson) Sennikov & Kurtto,,https://wcvp.science.kew.org/taxon/77077524-1,http://plantsoftheworldonline.org/taxon/77077524-1,https://ipni.org/n/77077524-1,https://wcvp.science.kew.org/taxon/77164905-1,N,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,phanerophyte / tree,,,,1,0,0,0,0,0,1,0,0,1,0,0,NA,NA,https://www.boldsystems.org/index.php/Public_RecordView?processid=FPUK705-14,https://www.boldsystems.org/index.php/Public_RecordView?processid=FPUK326-14,NA
77138070-1,Y,,Sorbus richii L.Houston,Sorbus richii,L.Houston,Sorbus richii,L.Houston,Rosales,Rosaceae,Sorbus,Aria,,,,richii,,in agg,,Homotypic_Synonym,77164811-1,Aria richii,(L.Houston) Sennikov & Kurtto,,https://wcvp.science.kew.org/taxon/77138070-1,http://plantsoftheworldonline.org/taxon/77138070-1,https://ipni.org/n/77138070-1,https://wcvp.science.kew.org/taxon/77164811-1,N,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,phanerophyte / tree,,,,1,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA
741951-1,Y,,Sorbus rupicola (Syme) Hedl.,Sorbus rupicola,(Syme) Hedl.,Sorbus rupicola,(Syme) Hedl.,Rosales,Rosaceae,Sorbus,Aria,,,,rupicola,,in agg,,Homotypic_Synonym,77159120-1,Aria rupicola,(Syme) Mezhenskyj,,https://wcvp.science.kew.org/taxon/741951-1,http://plantsoftheworldonline.org/taxon/741951-1,https://ipni.org/n/741951-1,https://wcvp.science.kew.org/taxon/77159120-1,N,N,,NA,NA,18.09,NA,2,2,8,4,7,3,0,8,4,7,3,0,NA,NA,NA,Tree,NA,phanerophyte / tree,Boreal montane,,,78,8,0,74,6,0,46,5,0,59,5,0,1,1.515151515,https://www.boldsystems.org/index.php/Public_RecordView?processid=POWNA2146-12,https://www.boldsystems.org/index.php/Public_RecordView?processid=FPUK706-14,https://www.boldsystems.org/index.php/Public_RecordView?processid=POWNA711-10
77100853-1,Y,,Sorbus rupicoloides T.C.G.Rich & L.Houston,Sorbus rupicoloides,T.C.G.Rich & L.Houston,Sorbus rupicoloides,L.Houston & T.G.C.Rich,Rosales,Rosaceae,Sorbus,Aria,,,,rupicoloides,,in agg,,Homotypic_Synonym,77164833-1,Aria rupicoloides,(L.Houston & T.G.C.Rich) Sennikov & Kurtto,,https://wcvp.science.kew.org/taxon/77100853-1,http://plantsoftheworldonline.org/taxon/77100853-1,https://ipni.org/n/77100853-1,https://wcvp.science.kew.org/taxon/77164833-1,N,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,phanerophyte / tree,,,,1,0,0,0,0,0,1,0,0,1,0,0,NA,NA,https://www.boldsystems.org/index.php/Public_RecordView?processid=FPUK027-14,https://www.boldsystems.org/index.php/Public_RecordView?processid=FPUK028-14,https://www.boldsystems.org/index.php/Public_RecordView?processid=FPUK030-14
77100855-1,Y,,Sorbus saxicola T.C.G.Rich,Sorbus saxicola,T.C.G.Rich,Sorbus saxicola,T.C.G.Rich,Rosales,Rosaceae,Sorbus,Aria,,,,saxicola,,in agg,,Homotypic_Synonym,77164826-1,Aria saxicola,(T.C.G.Rich) Sennikov & Kurtto,,https://wcvp.science.kew.org/taxon/77100855-1,http://plantsoftheworldonline.org/taxon/77100855-1,https://ipni.org/n/77100855-1,https://wcvp.science.kew.org/taxon/77164826-1,N,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,phanerophyte / tree,,,,2,0,0,1,0,0,1,0,0,2,0,0,NA,NA,https://www.boldsystems.org/index.php/Public_RecordView?processid=POWNA2081-12,https://www.boldsystems.org/index.php/Public_RecordView?processid=POWNA2086-12,https://www.boldsystems.org/index.php/Public_RecordView?processid=POWNA2087-12
77096274-1,Y,,Sorbus scannelliana T.C.G.Rich,Sorbus scannelliana,T.C.G.Rich,Sorbus scannelliana,T.C.G.Rich,Rosales,Rosaceae,Sorbus,Soraria,,,,scannelliana,,in agg,,Homotypic_Synonym,77164903-1,Hedlundia scannelliana,(T.C.G.Rich) Sennikov & Kurtto,,https://wcvp.science.kew.org/taxon/77096274-1,http://plantsoftheworldonline.org/taxon/77096274-1,https://ipni.org/n/77096274-1,https://wcvp.science.kew.org/taxon/77164903-1,N,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,phanerophyte / tree,,,,0,1,0,0,1,0,0,1,0,0,1,0,NA,NA,NA,NA,NA
77138071-1,Y,,Sorbus sellii T.C.G.Rich,Sorbus sellii,T.C.G.Rich,Sorbus sellii,T.C.G.Rich,Rosales,Rosaceae,Sorbus,Tormaria,,,,sellii,,in agg,,Homotypic_Synonym,77164955-1,Karpatiosorbus sellii,(T.C.G.Rich) Sennikov & Kurtto,,https://wcvp.science.kew.org/taxon/77138071-1,http://plantsoftheworldonline.org/taxon/77138071-1,https://ipni.org/n/77138071-1,https://wcvp.science.kew.org/taxon/77164955-1,Neo-surv,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,phanerophyte / tree,,C Europe,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
77138072-1,Y,,Sorbus spectans L.Houston,Sorbus spectans,L.Houston,Sorbus spectans,L.Houston,Rosales,Rosaceae,Sorbus,Aria,,,,spectans,,in agg,,Homotypic_Synonym,77164829-1,Aria spectans,(L.Houston) Sennikov & Kurtto,,https://wcvp.science.kew.org/taxon/77138072-1,http://plantsoftheworldonline.org/taxon/77138072-1,https://ipni.org/n/77138072-1,https://wcvp.science.kew.org/taxon/77164829-1,N,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,phanerophyte / tree,,,,1,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA
77096275-1,Y,,Sorbus stenophylla M.Proctor,Sorbus stenophylla,M.Proctor,Sorbus stenophylla,M.Proctor,Rosales,Rosaceae,Sorbus,Aria,,,,stenophylla,,in agg,,Homotypic_Synonym,77164831-1,Aria stenophylla,(M.Proctor) Sennikov & Kurtto,,https://wcvp.science.kew.org/taxon/77096275-1,http://plantsoftheworldonline.org/taxon/77096275-1,https://ipni.org/n/77096275-1,https://wcvp.science.kew.org/taxon/77164831-1,N,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,phanerophyte / tree,,,,3,0,0,2,0,0,3,0,0,2,0,0,NA,NA,https://www.boldsystems.org/index.php/Public_RecordView?processid=POWNA712-10,https://www.boldsystems.org/index.php/Public_RecordView?processid=POWNA1625-12,https://www.boldsystems.org/index.php/Public_RecordView?processid=POWNA1624-12
77096276-1,Y,,Sorbus stirtoniana T.C.G.Rich,Sorbus stirtoniana,T.C.G.Rich,Sorbus stirtoniana,T.C.G.Rich,Rosales,Rosaceae,Sorbus,Aria,,,,stirtoniana,,in agg,,Homotypic_Synonym,77164809-1,Aria stirtoniana,(T.C.G.Rich) Sennikov & Kurtto,,https://wcvp.science.kew.org/taxon/77096276-1,http://plantsoftheworldonline.org/taxon/77096276-1,https://ipni.org/n/77096276-1,https://wcvp.science.kew.org/taxon/77164809-1,N,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,phanerophyte / tree,,,,1,0,0,1,0,0,1,0,0,1,0,0,NA,NA,https://www.boldsystems.org/index.php/Public_RecordView?processid=POWNA1628-12,https://www.boldsystems.org/index.php/Public_RecordView?processid=POWNA713-10,https://www.boldsystems.org/index.php/Public_RecordView?processid=POWNA1623-12
741989-1,Y,,Sorbus subcuneata Wilmott,Sorbus subcuneata,Wilmott,Sorbus subcuneata,Wilmott,Rosales,Rosaceae,Sorbus,Tormaria,,,,subcuneata,,in agg,,Homotypic_Synonym,77164950-1,Karpatiosorbus subcuneata,(Wilmott) Sennikov & Kurtto,,https://wcvp.science.kew.org/taxon/741989-1,http://plantsoftheworldonline.org/taxon/741989-1,https://ipni.org/n/741989-1,https://wcvp.science.kew.org/taxon/77164950-1,N,NE,,NA,NA,NA,NA,10,10,6,5,4,4,0,6,5,4,4,0,NA,NA,NA,Tree,NA,phanerophyte / tree,Temperate,,,4,0,0,4,0,0,4,0,0,3,0,0,NA,NA,https://www.boldsystems.org/index.php/Public_RecordView?processid=FPUK225-14,https://www.boldsystems.org/index.php/Public_RecordView?processid=FPUK224-14,https://www.boldsystems.org/index.php/Public_RecordView?processid=FPUK223-14
742021-1,Y,,Sorbus torminalis (L.) Crantz,Sorbus torminalis,(L.) Crantz,Sorbus torminalis,(L.) Crantz,Rosales,Rosaceae,Sorbus,Torminaria,,,,torminalis,,,,Synonym,77164867-1,Torminalis glaberrima,(Gand.) Sennikov & Kurtto,,https://wcvp.science.kew.org/taxon/742021-1,http://plantsoftheworldonline.org/taxon/742021-1,https://ipni.org/n/742021-1,https://wcvp.science.kew.org/taxon/77164867-1,N,N,,18.77006176,0.251985,104.8443833,4804.211861,15.3642,40,4,5,6,5,0,4,4,7,4,0,7,NA,C/CSR,Tree,NA,phanerophyte / tree,Temperate,,,615,4,0,518,0,0,383,3,0,504,2,0,3,4.545454545,https://www.boldsystems.org/index.php/Public_RecordView?processid=POWNA1627-12,https://www.boldsystems.org/index.php/Public_RecordView?processid=POWNA714-10,https://www.boldsystems.org/index.php/Public_RecordView?processid=POWNA2082-12
742045-1,Y,,Sorbus vexans E.F.Warb.,Sorbus vexans,E.F.Warb.,Sorbus vexans,E.F.Warb.,Rosales,Rosaceae,Sorbus,Aria,,,,vexans,,in agg,,Homotypic_Synonym,77164834-1,Aria vexans,(E.F.Warb.) Sennikov & Kurtto,,https://wcvp.science.kew.org/taxon/742045-1,http://plantsoftheworldonline.org/taxon/742045-1,https://ipni.org/n/742045-1,https://wcvp.science.kew.org/taxon/77164834-1,N,NE,,NA,NA,NA,NA,6,6,6,5,4,4,0,6,5,4,4,0,NA,NA,NA,Tree,NA,phanerophyte / tree,Temperate,,,3,0,0,3,0,0,3,0,0,2,0,0,NA,NA,https://www.boldsystems.org/index.php/Public_RecordView?processid=FPUK220-14,https://www.boldsystems.org/index.php/Public_RecordView?processid=FPUK221-14,https://www.boldsystems.org/index.php/Public_RecordView?processid=FPUK222-14
77077523-1,Y,,Sorbus whiteana T.C.G.Rich & L.Houston,Sorbus whiteana,T.C.G.Rich & L.Houston,Sorbus whiteana,T.C.G.Rich & L.Houston,Rosales,Rosaceae,Sorbus,Aria,,,,whiteana,,in agg,,Homotypic_Synonym,77164827-1,Aria whiteana,(T.C.G.Rich & L.Houston) Sennikov & Kurtto,,https://wcvp.science.kew.org/taxon/77077523-1,http://plantsoftheworldonline.org/taxon/77077523-1,https://ipni.org/n/77077523-1,https://wcvp.science.kew.org/taxon/77164827-1,N,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,phanerophyte / tree,,,,2,0,0,1,0,0,2,0,0,1,0,0,NA,NA,https://www.boldsystems.org/index.php/Public_RecordView?processid=POWNA715-10,https://www.boldsystems.org/index.php/Public_RecordView?processid=POWNA2080-12,https://www.boldsystems.org/index.php/Public_RecordView?processid=POWNA2083-12
742055-1,Y,,Sorbus wilmottiana E.F.Warb.,Sorbus wilmottiana,E.F.Warb.,Sorbus wilmottiana,E.F.Warb.,Rosales,Rosaceae,Sorbus,Aria,,,,wilmottiana,,in agg,,Homotypic_Synonym,77164828-1,Aria wilmottiana,(E.F.Warb.) Sennikov & Kurtto,,https://wcvp.science.kew.org/taxon/742055-1,http://plantsoftheworldonline.org/taxon/742055-1,https://ipni.org/n/742055-1,https://wcvp.science.kew.org/taxon/77164828-1,N,NE,,NA,NA,NA,NA,6,6,6,4,8,3,0,6,4,8,3,0,NA,NA,NA,Tree,NA,phanerophyte / tree,Temperate,,,1,0,0,1,0,0,1,0,0,1,0,0,NA,NA,https://www.boldsystems.org/index.php/Public_RecordView?processid=FPUK218-14,https://www.boldsystems.org/index.php/Public_RecordView?processid=FPUK217-14,https://www.boldsystems.org/index.php/Public_RecordView?processid=FPUK219-14
422090-1,,,Sorghum bicolor (L.) Moench,Sorghum bicolor,(L.) Moench,Sorghum bicolor,(L.) Moench,Poales,Poaceae,Sorghum,,,,,bicolor,,,,Accepted,,,,,https://wcvp.science.kew.org/taxon/422090-1,http://plantsoftheworldonline.org/taxon/422090-1,https://ipni.org/n/422090-1,,Neo-casual,AC,Neo-casual,22.81,NA,12.66197121,NA,1.2192,1.2192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Graminoid,NA,therophyte,,Africa,2,52,1,0,15,0,2,20,0,0,33,1,0,NA,NA,NA,NA,NA
422139-1,,,Sorghum halepense (L.) Pers.,Sorghum halepense,(L.) Pers.,Sorghum halepense,(L.) Pers.,Poales,Poaceae,Sorghum,,,,,halepense,,,,Accepted,,,,,https://wcvp.science.kew.org/taxon/422139-1,http://plantsoftheworldonline.org/taxon/422139-1,https://ipni.org/n/422139-1,,Neo-casual,AN,Neo-casual,19.33495921,0.322863013,3.665517448,5610.62,1.136131579,1.8,NA,NA,NA,NA,NA,8,6,7,7,0,7,NA,CS/CSR,Graminoid,NA,hemicryptophyte,,N Africa,2,53,1,1,46,0,1,27,0,0,28,1,1,NA,NA,NA,NA,NA
441371-1,,,Sparaxis grandiflora (D.Delaroche) Ker Gawl.,Sparaxis grandiflora,(D.Delaroche) Ker Gawl.,Sparaxis grandiflora,(D.Delaroche) Ker Gawl.,Asparagales,Iridaceae,Sparaxis,,,,,grandiflora,,,,Accepted,,,,,https://wcvp.science.kew.org/taxon/441371-1,http://plantsoftheworldonline.org/taxon/441371-1,https://ipni.org/n/441371-1,,Neo-surv,AN,Neo-surv,NA,NA,5.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Herb,NA,geophyte,,S Africa,2,3,0,1,1,0,1,2,0,1,2,0,1,NA,NA,NA,NA,NA
241071-2,,,Sparganium angustifolium Michx.,Sparganium angustifolium,Michx.,Sparganium angustifolium,Michx.,Poales,Typhaceae,Sparganium,,,,,angustifolium,,,,Accepted,,,,,https://wcvp.science.kew.org/taxon/241071-2,http://plantsoftheworldonline.org/taxon/241071-2,https://ipni.org/n/241071-2,,N,N,,36.30319966,0.143968311,2.463,1156.6,0.454166667,1,8,11,4,2,0,8,11,4,2,0,NA,NA,R/CR,Herb,NA,helophyte / hydrophyte,Boreal montane,,,579,95,0,559,141,0,339,35,0,468,77,0,1,100,https://www.boldsystems.org/index.php/Public_RecordView?processid=POWNA1477-12,https://www.boldsystems.org/index.php/Public_RecordView?processid=POWNA716-10,https://www.boldsystems.org/index.php/Public_RecordView?processid=POWNA1485-12
836755-1,,,Sparganium emersum Rehmann,Sparganium emersum,Rehmann,Sparganium emersum,Rehmann,Poales,Typhaceae,Sparganium,,,,,emersum,,,,Accepted,,,,,https://wcvp.science.kew.org/taxon/836755-1,http://plantsoftheworldonline.org/taxon/836755-1,https://ipni.org/n/836755-1,,N,N,,28.3,0.105,6.069357143,2843,0.411111111,0.8,7,11,7,6,0,7,11,7,6,0,NA,CR,CR,Aquatic,NA,helophyte / hydrophyte,Boreo-Temperate,,,1014,373,0,1022,334,0,651,213,0,763,299,0,1,100,https://www.boldsystems.org/index.php/Public_RecordView?processid=POWNA1207-12,https://www.boldsystems.org/index.php/Public_RecordView?processid=POWNA1208-12,https://www.boldsystems.org/index.php/Public_RecordView?processid=POWNA717-10
836758-1,,,Sparganium erectum L.,Sparganium erectum,L.,Sparganium erectum,L.,Poales,Typhaceae,Sparganium,,,,,erectum,,,,Accepted,,,,,https://wcvp.science.kew.org/taxon/836758-1,http://plantsoftheworldonline.org/taxon/836758-1,https://ipni.org/n/836758-1,,N,N,,18.60237053,0.159383445,17.91545455,13153.415,0.952272727,2,7,10,7,7,0,7,10,7,7,0,NA,C/CR,C/CR,Herb,NA,helophyte / hydrophyte,Temperate,,,2081,740,4,1974,689,9,1668,358,2,1929,671,3,NA,NA,https://www.boldsystems.org/index.php/Public_RecordView?processid=POWNA959-12,https://www.boldsystems.org/index.php/Public_RecordView?processid=POWNA1210-12,https://www.boldsystems.org/index.php/Public_RecordView?processid=POWNA718-10
836776-1,,,Sparganium natans L.,Sparganium natans,L.,Sparganium natans,L.,Poales,Typhaceae,Sparganium,,,,,natans,,,,Accepted,,,,,https://wcvp.science.kew.org/taxon/836776-1,http://plantsoftheworldonline.org/taxon/836776-1,https://ipni.org/n/836776-1,,N,N,,39.69333333,0.143833333,2.6,511.317,0.270833333,0.6,7,11,6,3,0,7,11,6,3,0,NA,NA,R/CR,Herb,NA,hydrophyte,Boreo-Temperate,,,224,87,0,244,100,0,111,33,0,163,59,0,NA,NA,https://www.boldsystems.org/index.php/Public_RecordView?processid=POWNA719-10,https://www.boldsystems.org/index.php/Public_RecordView?processid=POWNA1212-12,https://www.boldsystems.org/index.php/Public_RecordView?processid=POWNA2753-12
422425-1,,,Spartina alterniflora Loisel.,Spartina alterniflora,Loisel.,Spartina alterniflora,Loisel.,Poales,Poaceae,Spartina,,,,,alterniflora,,,,Homotypic_Synonym,77144694-1,Sporobolus alterniflorus,(Loisel.) P.M.Peterson & Saarela,,https://wcvp.science.kew.org/taxon/422425-1,http://plantsoftheworldonline.org/taxon/422425-1,https://ipni.org/n/422425-1,https://wcvp.science.kew.org/taxon/77144694-1,Neo-natd,AN,Neo-natd,19.95647309,NA,22.64492754,NA,0.8278,1.1,9,9,8,7,7,9,9,8,7,7,NA,NA,NA,Graminoid,NA,hemicryptophyte,Mediterranean,N America,7,3,0,0,5,0,0,2,0,0,1,0,0,1,100,NA,NA,NA
422426-1,,,Spartina anglica C.E.Hubb.,Spartina anglica,C.E.Hubb.,Spartina anglica,C.E.Hubb.,Poales,Poaceae,Spartina,,,,,anglica,,,,Homotypic_Synonym,77144696-1,Sporobolus anglicus,(C.E.Hubb.) P.M.Peterson & Saarela,,https://wcvp.science.kew.org/taxon/422426-1,http://plantsoftheworldonline.org/taxon/422426-1,https://ipni.org/n/422426-1,https://wcvp.science.kew.org/taxon/77144696-1,Neonative,NE,Neo-natd,8.929067433,0.352785479,12.1,1822.24,0.966666667,1.3,9,9,8,6,7,9,9,8,6,7,NA,NA,S/CS,Graminoid,NA,hemicryptophyte,Temperate,,,256,92,0,217,70,0,194,59,0,230,70,0,NA,NA,https://www.boldsystems.org/index.php/Public_RecordView?processid=POWNA2426-12,https://www.boldsystems.org/index.php/Public_RecordView?processid=POWNA720-10,https://www.boldsystems.org/index.php/Public_RecordView?processid=POWNA2472-12
241121-2,,,Spartina maritima (Curtis) Fernald,Spartina maritima,(Curtis) Fernald,Spartina maritima,(Curtis) Fernald,Poales,Poaceae,Spartina,,,,,maritima,,,,Homotypic_Synonym,77144701-1,Sporobolus maritimus,(Curtis) P.M.Peterson & Saarela,,https://wcvp.science.kew.org/taxon/241121-2,http://plantsoftheworldonline.org/taxon/241121-2,https://ipni.org/n/241121-2,https://wcvp.science.kew.org/taxon/77144701-1,N,N,,NA,NA,NA,NA,0.625,1.3,9,9,8,5,6,9,9,8,5,6,NA,NA,NA,Graminoid,NA,hemicryptophyte,Southern Temperate,,,25,1,0,30,0,0,10,0,0,25,1,0,1,100,https://www.boldsystems.org/index.php/Public_RecordView?processid=FPUK790-14,NA,NA
1036088-2,,,Spartina patens (Aiton) Muhl.,Spartina patens,(Aiton) Muhl.,Spartina patens,(Aiton) Muhl.,Poales,Poaceae,Spartina,,,,,patens,,,,Synonym,77145292-1,Sporobolus pumilus,(Roth) P.M.Peterson & Saarela,,https://wcvp.science.kew.org/taxon/1036088-2,http://plantsoftheworldonline.org/taxon/1036088-2,https://ipni.org/n/1036088-2,https://wcvp.science.kew.org/taxon/77145292-1,Neo-natd,AN,Neo-natd,NA,NA,4.117259552,NA,0.6096,0.6096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Graminoid,NA,hemicryptophyte,,E N America,7,1,0,0,0,0,0,1,0,0,1,0,0,NA,NA,NA,NA,NA
422463-1,,,Spartina pectinata Bosc ex Link,Spartina pectinata,Bosc ex Link,Spartina pectinata,Bosc ex Link,Poales,Poaceae,Spartina,,,,,pectinata,,,,Synonym,77145291-1,Sporobolus michauxianus,(Hitchc.) P.M.Peterson & Saarela,,https://wcvp.science.kew.org/taxon/422463-1,http://plantsoftheworldonline.org/taxon/422463-1,https://ipni.org/n/422463-1,https://wcvp.science.kew.org/taxon/77145291-1,Neo-natd,AN,Neo-natd,7.575757576,NA,11.53161538,NA,2.4692,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Graminoid,NA,hemicryptophyte,,N America,7,5,1,0,1,1,0,2,1,0,4,0,0,NA,NA,NA,NA,NA
519057-1,,,Spartium junceum L.,Spartium junceum,L.,Spartium junceum,L.,Fabales,Fabaceae,Spartium,,,,,junceum,,,,Accepted,,,,,https://wcvp.science.kew.org/taxon/519057-1,http://plantsoftheworldonline.org/taxon/519057-1,https://ipni.org/n/519057-1,,Neo-natd,AN,Neo-natd,NA,NA,13.00413793,NA,3.2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Herb,NA,phanerophyte,,Mediterranean,"1, 2, 3",164,0,0,99,0,1,87,0,0,121,0,0,NA,NA,NA,NA,NA
158725-1,,,Spergula arvensis L.,Spergula arvensis,L.,Spergula arvensis,L.,Caryophyllales,Caryophyllaceae,Spergula,,,,,arvensis,,,,Accepted,,,,,https://wcvp.science.kew.org/taxon/158725-1,http://plantsoftheworldonline.org/taxon/158725-1,https://ipni.org/n/158725-1,,N,N,,18.81034978,0.145,0.421751111,10.9375,0.255070805,0.804,7,4,5,5,0,6,5,3,6,0,5,R/SR,R,Herb,NA,therophyte,Wide Temperate,,,1915,503,11,1848,503,11,1337,216,5,1570,427,11,NA,NA,https://www.boldsystems.org/index.php/Public_RecordView?processid=POWNA1418-12,https://www.boldsystems.org/index.php/Public_RecordView?processid=POWNA721-10,https://www.boldsystems.org/index.php/Public_RecordView?processid=POWNA1875-12
158777-1,,,Spergula morisonii Boreau,Spergula morisonii,Boreau,Spergula morisonii,Boreau,Caryophyllales,Caryophyllaceae,Spergula,,,,,morisonii,,,,Accepted,,,,,https://wcvp.science.kew.org/taxon/158777-1,http://plantsoftheworldonline.org/taxon/158777-1,https://ipni.org/n/158777-1,,Neo-natd,AN,Neo-natd,11.212,0.14182,0.161333333,5.154,0.0875,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,Herb,NA,therophyte,,C Europe,1,2,0,0,1,0,0,1,0,0,1,0,0,NA,NA,NA,NA,NA
60432053-2,,,Spergularia bocconei (Scheele) Graebn.,Spergularia bocconei,(Scheele) Graebn.,Spergularia bocconei,(Scheele) Graebn.,Caryophyllales,Caryophyllaceae,Spergularia,,,,,bocconei,,,,Accepted,,,,,https://wcvp.science.kew.org/taxon/60432053-2,http://plantsoftheworldonline.org/taxon/60432053-2,https://ipni.org/n/60432053-2,,?N,AN,Neo-natd,NA,NA,0.04,NA,0.144444444,0.3,9,4,6,7,0,9,4,6,7,0,NA,NA,NA,NA,NA,therophyte,,,,34,2,6,7,0,7,12,0,4,25,2,4,NA,NA,NA,NA,NA
