kew_id,taxon_name,taxon_name_binom,authors,MSB_number,standard_species,standard_2C_pg,buffer,buffer_composition,buffer_origin,GS_2C_pg,GS_1C_pg,GS_2C_Mbp,GS_1C_Mbp,cv_sample,cv_standard,matched_by_synonym,cited_name
30221088-2,Impatiens glandulifera Royle,Impatiens glandulifera,Royle,,Petroselinum crispum (Mill.) Nyman ex A.W.Hill “Champion Moss Curled”,4.5,General purpose buffer 3%PVPBmet,Spermine.4HCl 0.5mM - Sodium citrate 30mM - MOPS 20mM - KCl 80mM - NaCl 20mM - Triton X-100 0.5% - PVP 40 3% - beta-Mercaptoethanol,"Loureiro, J., Rodriguez, E., Doležel, J. and Santos, C. Two new nuclear isolation buffers for plant DNA flow cytometry: a test with 37 species. Annals of botany, 100(4), 875-888 (2007).",2.04,1.02,1998.41,999.21,3.3,2.5,,
30208246-2,Impatiens noli-tangere L.,Impatiens noli-tangere,L.,,Petroselinum crispum (Mill.) Nyman ex A.W.Hill “Champion Moss Curled”,4.5,General purpose buffer 3%PVPBmet,Spermine.4HCl 0.5mM - Sodium citrate 30mM - MOPS 20mM - KCl 80mM - NaCl 20mM - Triton X-100 0.5% - PVP 40 3% - beta-Mercaptoethanol,"Loureiro, J., Rodriguez, E., Doležel, J. and Santos, C. Two new nuclear isolation buffers for plant DNA flow cytometry: a test with 37 species. Annals of botany, 100(4), 875-888 (2007).",1.54,0.77,1502.08,751.04,3.35,2.36,,
438992-1,Iris pseudacorus L.,Iris pseudacorus,L.,,Pisum sativum L. “Ctirad”,9.09,General purpose buffer 3%PVPBmet,Spermine.4HCl 0.5mM - Sodium citrate 30mM - MOPS 20mM - KCl 80mM - NaCl 20mM - Triton X-100 0.5% - PVP 40 3% - beta-Mercaptoethanol,"Loureiro, J., Rodriguez, E., Doležel, J. and Santos, C. Two new nuclear isolation buffers for plant DNA flow cytometry: a test with 37 species. Annals of botany, 100(4), 875-888 (2007).",12.15,6.07,11881.59,5940.79,2.326666667,2.01,,
309238-1,Isolepis cernua (Vahl) Roem. & Schult.,Isolepis cernua,(Vahl) Roem. & Schult.,,Petroselinum crispum (Mill.) Nyman ex A.W.Hill “Champion Moss Curled”,4.5,General purpose buffer 3%PVPBmet,Spermine.4HCl 0.5mM - Sodium citrate 30mM - MOPS 20mM - KCl 80mM - NaCl 20mM - Triton X-100 0.5% - PVP 40 3% - beta-Mercaptoethanol,"Loureiro, J., Rodriguez, E., Doležel, J. and Santos, C. Two new nuclear isolation buffers for plant DNA flow cytometry: a test with 37 species. Annals of botany, 100(4), 875-888 (2007).",2.02,1.01,1976.15,988.07,4.363333333,2.146666667,,
77177309-1,Juncus alpinoarticulatus Chaix,Juncus alpinoarticulatus,Chaix,945224,Pisum sativum L. “Ctirad”,9.09,General purpose buffer 3%PVPBmet,Spermine.4HCl 0.5mM - Sodium citrate 30mM - MOPS 20mM - KCl 80mM - NaCl 20mM - Triton X-100 0.5% - PVP 40 3% - beta-Mercaptoethanol,"Loureiro, J., Rodriguez, E., Doležel, J. and Santos, C. Two new nuclear isolation buffers for plant DNA flow cytometry: a test with 37 species. Annals of botany, 100(4), 875-888 (2007).",4.02,2.01,3934.87,1967.43,3.13,2.373333333,,
77177309-1,Juncus alpinoarticulatus Chaix,Juncus alpinoarticulatus,Chaix,945235,Pisum sativum L. “Ctirad”,9.09,General purpose buffer 3%PVPBmet,Spermine.4HCl 0.5mM - Sodium citrate 30mM - MOPS 20mM - KCl 80mM - NaCl 20mM - Triton X-100 0.5% - PVP 40 3% - beta-Mercaptoethanol,"Loureiro, J., Rodriguez, E., Doležel, J. and Santos, C. Two new nuclear isolation buffers for plant DNA flow cytometry: a test with 37 species. Annals of botany, 100(4), 875-888 (2007).",4.06,2.03,3966.71,1983.35,2.94,2.343333333,,
442917-1,Juncus effusus L.,Juncus effusus,L.,,Solanum lycopersicum L. “Stupiké polní rané”,2,General purpose buffer 3%PVPBmet,Spermine.4HCl 0.5mM - Sodium citrate 30mM - MOPS 20mM - KCl 80mM - NaCl 20mM - Triton X-100 0.5% - PVP 40 3% - beta-Mercaptoethanol,"Loureiro, J., Rodriguez, E., Doležel, J. and Santos, C. Two new nuclear isolation buffers for plant DNA flow cytometry: a test with 37 species. Annals of botany, 100(4), 875-888 (2007).",0.6,0.3,587.52,293.76,2.483333333,2.973333333,,
442961-1,Juncus filiformis L.,Juncus filiformis,L.,911234,Petroselinum crispum (Mill.) Nyman ex A.W.Hill “Champion Moss Curled”,4.5,General purpose buffer 3%PVPBmet,Spermine.4HCl 0.5mM - Sodium citrate 30mM - MOPS 20mM - KCl 80mM - NaCl 20mM - Triton X-100 0.5% - PVP 40 3% - beta-Mercaptoethanol,"Loureiro, J., Rodriguez, E., Doležel, J. and Santos, C. Two new nuclear isolation buffers for plant DNA flow cytometry: a test with 37 species. Annals of botany, 100(4), 875-888 (2007).",1.17,0.58,1141.85,570.92,4.13,2.786666667,,
30088655-2,Juniperus communis L.,Juniperus communis,L.,,Allium cepa L. “Ailsa Craig”,34.89,General purpose buffer 3%PVPBmet,Spermine.4HCl 0.5mM - Sodium citrate 30mM - MOPS 20mM - KCl 80mM - NaCl 20mM - Triton X-100 0.5% - PVP 40 3% - beta-Mercaptoethanol,"Loureiro, J., Rodriguez, E., Doležel, J. and Santos, C. Two new nuclear isolation buffers for plant DNA flow cytometry: a test with 37 species. Annals of botany, 100(4), 875-888 (2007).",22.45,11.23,21957.71,10978.85,3.273333333,2.11,,
30088655-2,Juniperus communis L.,Juniperus communis,L.,896913,Allium cepa L. “Ailsa Craig”,34.89,General purpose buffer 3%PVPBmet,Spermine.4HCl 0.5mM - Sodium citrate 30mM - MOPS 20mM - KCl 80mM - NaCl 20mM - Triton X-100 0.5% - PVP 40 3% - beta-Mercaptoethanol,"Loureiro, J., Rodriguez, E., Doležel, J. and Santos, C. Two new nuclear isolation buffers for plant DNA flow cytometry: a test with 37 species. Annals of botany, 100(4), 875-888 (2007).",22.97,11.49,22465.61,11232.81,2.413333333,3.523333333,,
406739-1,Koeleria vallesiana (Honck.) Gaudin,Koeleria vallesiana,(Honck.) Gaudin,,Petroselinum crispum (Mill.) Nyman ex A.W.Hill “Champion Moss Curled”,4.5,General purpose buffer 3%PVPBmet,Spermine.4HCl 0.5mM - Sodium citrate 30mM - MOPS 20mM - KCl 80mM - NaCl 20mM - Triton X-100 0.5% - PVP 40 3% - beta-Mercaptoethanol,"Loureiro, J., Rodriguez, E., Doležel, J. and Santos, C. Two new nuclear isolation buffers for plant DNA flow cytometry: a test with 37 species. Annals of botany, 100(4), 875-888 (2007).",12.53,6.27,12254.34,6127.17,3.3,3.84,,
448792-1,Lamium album L.,Lamium album,L.,,Petroselinum crispum (Mill.) Nyman ex A.W.Hill “Champion Moss Curled”,4.5,General purpose buffer 3%PVPBmet,Spermine.4HCl 0.5mM - Sodium citrate 30mM - MOPS 20mM - KCl 80mM - NaCl 20mM - Triton X-100 0.5% - PVP 40 3% - beta-Mercaptoethanol,"Loureiro, J., Rodriguez, E., Doležel, J. and Santos, C. Two new nuclear isolation buffers for plant DNA flow cytometry: a test with 37 species. Annals of botany, 100(4), 875-888 (2007).",1.94,0.97,1899.22,949.61,2.843333333,2.22,,
448939-1,Lamium purpureum L.,Lamium purpureum,L.,,Petroselinum crispum (Mill.) Nyman ex A.W.Hill “Champion Moss Curled”,4.5,General purpose buffer 3%PVPBmet,Spermine.4HCl 0.5mM - Sodium citrate 30mM - MOPS 20mM - KCl 80mM - NaCl 20mM - Triton X-100 0.5% - PVP 40 3% - beta-Mercaptoethanol,"Loureiro, J., Rodriguez, E., Doležel, J. and Santos, C. Two new nuclear isolation buffers for plant DNA flow cytometry: a test with 37 species. Annals of botany, 100(4), 875-888 (2007).",1.62,0.81,1582.8,791.4,3.703333333,1.816666667,,
448939-1,Lamium purpureum L.,Lamium purpureum,L.,901635,Petroselinum crispum (Mill.) Nyman ex A.W.Hill “Champion Moss Curled”,4.5,General purpose buffer 3%PVPBmet,Spermine.4HCl 0.5mM - Sodium citrate 30mM - MOPS 20mM - KCl 80mM - NaCl 20mM - Triton X-100 0.5% - PVP 40 3% - beta-Mercaptoethanol,"Loureiro, J., Rodriguez, E., Doležel, J. and Santos, C. Two new nuclear isolation buffers for plant DNA flow cytometry: a test with 37 species. Annals of botany, 100(4), 875-888 (2007).",2.74,1.37,2682.52,1341.26,2.96,2.453333333,,
501579-1,Lathyrus aphaca L.,Lathyrus aphaca,L.,112237,Pisum sativum L. “Ctirad”,9.09,General purpose buffer 3%PVPBmet,Spermine.4HCl 0.5mM - Sodium citrate 30mM - MOPS 20mM - KCl 80mM - NaCl 20mM - Triton X-100 0.5% - PVP 40 3% - beta-Mercaptoethanol,"Loureiro, J., Rodriguez, E., Doležel, J. and Santos, C. Two new nuclear isolation buffers for plant DNA flow cytometry: a test with 37 species. Annals of botany, 100(4), 875-888 (2007).",10.3,5.15,10068.75,5034.38,1.603333333,1.74,,
30381438-2,Lathyrus japonicus Willd.,Lathyrus japonicus,Willd.,735065,Pisum sativum L. “Ctirad”,9.09,General purpose buffer 3%PVPBmet,Spermine.4HCl 0.5mM - Sodium citrate 30mM - MOPS 20mM - KCl 80mM - NaCl 20mM - Triton X-100 0.5% - PVP 40 3% - beta-Mercaptoethanol,"Loureiro, J., Rodriguez, E., Doležel, J. and Santos, C. Two new nuclear isolation buffers for plant DNA flow cytometry: a test with 37 species. Annals of botany, 100(4), 875-888 (2007).",12.68,6.34,12397.66,6198.83,2.803333333,2.72,,
30381438-2,Lathyrus japonicus Willd.,Lathyrus japonicus,Willd.,,Pisum sativum L. “Ctirad”,9.09,General purpose buffer 3%PVPBmet,Spermine.4HCl 0.5mM - Sodium citrate 30mM - MOPS 20mM - KCl 80mM - NaCl 20mM - Triton X-100 0.5% - PVP 40 3% - beta-Mercaptoethanol,"Loureiro, J., Rodriguez, E., Doležel, J. and Santos, C. Two new nuclear isolation buffers for plant DNA flow cytometry: a test with 37 species. Annals of botany, 100(4), 875-888 (2007).",12.79,6.4,12512.6,6256.3,1.843333333,1.896666667,,
501820-1,Lathyrus linifolius (Reichard) Bässler,Lathyrus linifolius,(Reichard) Bässler,,Pisum sativum L. “Ctirad”,9.09,General purpose buffer 3%PVPBmet,Spermine.4HCl 0.5mM - Sodium citrate 30mM - MOPS 20mM - KCl 80mM - NaCl 20mM - Triton X-100 0.5% - PVP 40 3% - beta-Mercaptoethanol,"Loureiro, J., Rodriguez, E., Doležel, J. and Santos, C. Two new nuclear isolation buffers for plant DNA flow cytometry: a test with 37 species. Annals of botany, 100(4), 875-888 (2007).",11.78,5.89,11521.18,5760.59,1.726666667,2.11,,
502035-1,Lathyrus sylvestris L.,Lathyrus sylvestris,L.,,Petroselinum crispum (Mill.) Nyman ex A.W.Hill “Champion Moss Curled”,4.5,General purpose buffer 3%PVPBmet,Spermine.4HCl 0.5mM - Sodium citrate 30mM - MOPS 20mM - KCl 80mM - NaCl 20mM - Triton X-100 0.5% - PVP 40 3% - beta-Mercaptoethanol,"Loureiro, J., Rodriguez, E., Doležel, J. and Santos, C. Two new nuclear isolation buffers for plant DNA flow cytometry: a test with 37 species. Annals of botany, 100(4), 875-888 (2007).",21.01,10.5,20543.5,10271.75,2.323333333,3.846666667,,
502035-1,Lathyrus sylvestris L.,Lathyrus sylvestris,L.,894193,Petroselinum crispum (Mill.) Nyman ex A.W.Hill “Champion Moss Curled”,4.5,General purpose buffer 3%PVPBmet,Spermine.4HCl 0.5mM - Sodium citrate 30mM - MOPS 20mM - KCl 80mM - NaCl 20mM - Triton X-100 0.5% - PVP 40 3% - beta-Mercaptoethanol,"Loureiro, J., Rodriguez, E., Doležel, J. and Santos, C. Two new nuclear isolation buffers for plant DNA flow cytometry: a test with 37 species. Annals of botany, 100(4), 875-888 (2007).",21.21,10.61,20745.77,10372.89,1.983333333,2.416666667,,
229484-1,Leontodon saxatilis Lam.,Leontodon saxatilis,Lam.,,Petroselinum crispum (Mill.) Nyman ex A.W.Hill “Champion Moss Curled”,4.5,General purpose buffer 3%PVPBmet,Spermine.4HCl 0.5mM - Sodium citrate 30mM - MOPS 20mM - KCl 80mM - NaCl 20mM - Triton X-100 0.5% - PVP 40 3% - beta-Mercaptoethanol,"Loureiro, J., Rodriguez, E., Doležel, J. and Santos, C. Two new nuclear isolation buffers for plant DNA flow cytometry: a test with 37 species. Annals of botany, 100(4), 875-888 (2007).",1.45,0.73,1418.1,709.05,4.74,2.61,,
407309-1,Leymus arenarius (L.) Hochst.,Leymus arenarius,(L.) Hochst.,,Pisum sativum L. “Ctirad”,9.09,LB01,Tris 15mM - EDTA 2mM - Spermine 0.5M - KCl - NaCl - Triton X-100 0.1% - beta-Mercaptoethanol,"Doležel, J., Binarová, P. and Lucretti, S. Analysis of nuclear DNA content in plant cells by flow cytometry. Biologia plantarum, 31(2), 113-120 (1989).",23.49,11.75,22973.22,11486.61,3.42,4.51,,
844602-1,Ligusticum scoticum L.,Ligusticum scoticum,L.,888178,Petroselinum crispum (Mill.) Nyman ex A.W.Hill “Champion Moss Curled”,4.5,General purpose buffer 3%PVPBmet,Spermine.4HCl 0.5mM - Sodium citrate 30mM - MOPS 20mM - KCl 80mM - NaCl 20mM - Triton X-100 0.5% - PVP 40 3% - beta-Mercaptoethanol,"Loureiro, J., Rodriguez, E., Doležel, J. and Santos, C. Two new nuclear isolation buffers for plant DNA flow cytometry: a test with 37 species. Annals of botany, 100(4), 875-888 (2007).",6.5,3.25,6353.98,3176.99,4.873333333,4.646666667,,
610130-1,Ligustrum vulgare L.,Ligustrum vulgare,L.,,Petroselinum crispum (Mill.) Nyman ex A.W.Hill “Champion Moss Curled”,4.5,General purpose buffer 3%PVPBmet,Spermine.4HCl 0.5mM - Sodium citrate 30mM - MOPS 20mM - KCl 80mM - NaCl 20mM - Triton X-100 0.5% - PVP 40 3% - beta-Mercaptoethanol,"Loureiro, J., Rodriguez, E., Doležel, J. and Santos, C. Two new nuclear isolation buffers for plant DNA flow cytometry: a test with 37 species. Annals of botany, 100(4), 875-888 (2007).",3.42,1.71,3345.01,1672.5,2.643333333,1.943333333,,
325777-2,Linaria vulgaris Mill.,Linaria vulgaris,Mill.,,Petroselinum crispum (Mill.) Nyman ex A.W.Hill “Champion Moss Curled”,4.5,General purpose buffer 3%PVPBmet,Spermine.4HCl 0.5mM - Sodium citrate 30mM - MOPS 20mM - KCl 80mM - NaCl 20mM - Triton X-100 0.5% - PVP 40 3% - beta-Mercaptoethanol,"Loureiro, J., Rodriguez, E., Doležel, J. and Santos, C. Two new nuclear isolation buffers for plant DNA flow cytometry: a test with 37 species. Annals of botany, 100(4), 875-888 (2007).",1.93,0.96,1883.94,941.97,2.79,2.43,,
140689-2,Linnaea borealis L.,Linnaea borealis,L.,,Petroselinum crispum (Mill.) Nyman ex A.W.Hill “Champion Moss Curled”,4.5,General purpose buffer 3%PVPBmet,Spermine.4HCl 0.5mM - Sodium citrate 30mM - MOPS 20mM - KCl 80mM - NaCl 20mM - Triton X-100 0.5% - PVP 40 3% - beta-Mercaptoethanol,"Loureiro, J., Rodriguez, E., Doležel, J. and Santos, C. Two new nuclear isolation buffers for plant DNA flow cytometry: a test with 37 species. Annals of botany, 100(4), 875-888 (2007).",2,1,1959.15,979.57,2.676666667,1.666666667,,
118163-1,Lithospermum officinale L.,Lithospermum officinale,L.,106935,Petroselinum crispum (Mill.) Nyman ex A.W.Hill “Champion Moss Curled”,4.5,General purpose buffer 3%PVPBmet,Spermine.4HCl 0.5mM - Sodium citrate 30mM - MOPS 20mM - KCl 80mM - NaCl 20mM - Triton X-100 0.5% - PVP 40 3% - beta-Mercaptoethanol,"Loureiro, J., Rodriguez, E., Doležel, J. and Santos, C. Two new nuclear isolation buffers for plant DNA flow cytometry: a test with 37 species. Annals of botany, 100(4), 875-888 (2007).",1.44,0.72,1403.94,701.97,4.35,1.98,,
143992-1,Lobelia urens L.,Lobelia urens,L.,809281,Petroselinum crispum (Mill.) Nyman ex A.W.Hill “Champion Moss Curled”,4.5,General purpose buffer 3%PVPBmet,Spermine.4HCl 0.5mM - Sodium citrate 30mM - MOPS 20mM - KCl 80mM - NaCl 20mM - Triton X-100 0.5% - PVP 40 3% - beta-Mercaptoethanol,"Loureiro, J., Rodriguez, E., Doležel, J. and Santos, C. Two new nuclear isolation buffers for plant DNA flow cytometry: a test with 37 species. Annals of botany, 100(4), 875-888 (2007).",1,0.5,981.76,490.88,4.545,1.61,,
143992-1,Lobelia urens L.,Lobelia urens,L.,1026126,Petroselinum crispum (Mill.) Nyman ex A.W.Hill “Champion Moss Curled”,4.5,CyStain PI OxProtect,NA,https://eu.sysmex-flowcytometry.com/reagents/cystain-ploidy-dna-analysis/2964/cystain-pi-oxprotect?c=117,0.95,0.48,933.66,466.83,3.53,2.23,,
149006-1,Lonicera periclymenum L.,Lonicera periclymenum,L.,1003732,Petroselinum crispum (Mill.) Nyman ex A.W.Hill “Champion Moss Curled”,4.5,General purpose buffer 3%PVPBmet,Spermine.4HCl 0.5mM - Sodium citrate 30mM - MOPS 20mM - KCl 80mM - NaCl 20mM - Triton X-100 0.5% - PVP 40 3% - beta-Mercaptoethanol,"Loureiro, J., Rodriguez, E., Doležel, J. and Santos, C. Two new nuclear isolation buffers for plant DNA flow cytometry: a test with 37 species. Annals of botany, 100(4), 875-888 (2007).",6.82,3.41,6672.85,3336.43,4.92,2.29,,
30179739-2,Lotus corniculatus L.,Lotus corniculatus,L.,888190,Petroselinum crispum (Mill.) Nyman ex A.W.Hill “Champion Moss Curled”,4.5,General purpose buffer 3%PVPBmet,Spermine.4HCl 0.5mM - Sodium citrate 30mM - MOPS 20mM - KCl 80mM - NaCl 20mM - Triton X-100 0.5% - PVP 40 3% - beta-Mercaptoethanol,"Loureiro, J., Rodriguez, E., Doležel, J. and Santos, C. Two new nuclear isolation buffers for plant DNA flow cytometry: a test with 37 species. Annals of botany, 100(4), 875-888 (2007).",2.51,1.25,2454.12,1227.06,2.75,2.23,,
30179739-2,Lotus corniculatus L.,Lotus corniculatus,L.,,Petroselinum crispum (Mill.) Nyman ex A.W.Hill “Champion Moss Curled”,4.5,General purpose buffer 3%PVPBmet,Spermine.4HCl 0.5mM - Sodium citrate 30mM - MOPS 20mM - KCl 80mM - NaCl 20mM - Triton X-100 0.5% - PVP 40 3% - beta-Mercaptoethanol,"Loureiro, J., Rodriguez, E., Doležel, J. and Santos, C. Two new nuclear isolation buffers for plant DNA flow cytometry: a test with 37 species. Annals of botany, 100(4), 875-888 (2007).",2.73,1.36,2665.12,1332.56,2.65,1.79,,
443712-1,Luzula arcuata (Wahlenb.) Sw.,Luzula arcuata,(Wahlenb.) Sw.,991689,Petroselinum crispum (Mill.) Nyman ex A.W.Hill “Champion Moss Curled”,4.5,General purpose buffer 3%PVPBmet,Spermine.4HCl 0.5mM - Sodium citrate 30mM - MOPS 20mM - KCl 80mM - NaCl 20mM - Triton X-100 0.5% - PVP 40 3% - beta-Mercaptoethanol,"Loureiro, J., Rodriguez, E., Doležel, J. and Santos, C. Two new nuclear isolation buffers for plant DNA flow cytometry: a test with 37 species. Annals of botany, 100(4), 875-888 (2007).",3.45,1.72,3370.73,1685.36,2.5,1.886666667,,
20009373-1,Luzula sylvatica (Huds.) Gaudin,Luzula sylvatica,(Huds.) Gaudin,,Solanum lycopersicum L. “Stupiké polní rané”,2,General purpose buffer 3%PVPBmet,Spermine.4HCl 0.5mM - Sodium citrate 30mM - MOPS 20mM - KCl 80mM - NaCl 20mM - Triton X-100 0.5% - PVP 40 3% - beta-Mercaptoethanol,"Loureiro, J., Rodriguez, E., Doležel, J. and Santos, C. Two new nuclear isolation buffers for plant DNA flow cytometry: a test with 37 species. Annals of botany, 100(4), 875-888 (2007).",0.53,0.26,517.9,258.95,2.006666667,3.516666667,,
304307-2,Lycopodium clavatum L.,Lycopodium clavatum,L.,,Petroselinum crispum (Mill.) Nyman ex A.W.Hill “Champion Moss Curled”,4.5,General purpose buffer 3%PVPBmet,Spermine.4HCl 0.5mM - Sodium citrate 30mM - MOPS 20mM - KCl 80mM - NaCl 20mM - Triton X-100 0.5% - PVP 40 3% - beta-Mercaptoethanol,"Loureiro, J., Rodriguez, E., Doležel, J. and Santos, C. Two new nuclear isolation buffers for plant DNA flow cytometry: a test with 37 species. Annals of botany, 100(4), 875-888 (2007).",6.21,3.1,6073.38,3031.8,3.65,4.57,,
304307-2,Lycopodium clavatum L.,Lycopodium clavatum,L.,,Pisum sativum L. “Ctirad”,9.09,CyStain PI OxProtect,NA,https://eu.sysmex-flowcytometry.com/reagents/cystain-ploidy-dna-analysis/2964/cystain-pi-oxprotect?c=116,5.85,2.93,5725.38,2862.69,3.12,1.59,,
77100386-1,Lysimachia arvensis (L.) U.Manns & Anderb.,Lysimachia arvensis,(L.) U.Manns & Anderb.,903673,Pisum sativum L. “Ctirad”,9.09,General purpose buffer 3%PVPBmet,Spermine.4HCl 0.5mM - Sodium citrate 30mM - MOPS 20mM - KCl 80mM - NaCl 20mM - Triton X-100 0.5% - PVP 40 3% - beta-Mercaptoethanol,"Loureiro, J., Rodriguez, E., Doležel, J. and Santos, C. Two new nuclear isolation buffers for plant DNA flow cytometry: a test with 37 species. Annals of botany, 100(4), 875-888 (2007).",2.72,1.36,2655.78,1327.89,4.253333333,1.513333333,,
77068343-1,"Lysimachia maritima (L.) Galasso, Banfi & Soldano",Lysimachia maritima,"(L.) Galasso, Banfi & Soldano",130394,Petroselinum crispum (Mill.) Nyman ex A.W.Hill “Champion Moss Curled”,4.5,CyStain PI OxProtect,NA,https://eu.sysmex-flowcytometry.com/reagents/cystain-ploidy-dna-analysis/2964/cystain-pi-oxprotect?c=117,3.23,1.62,3163.49,1581.74,2.896666667,2.42,,
77068343-1,"Lysimachia maritima (L.) Galasso, Banfi & Soldano",Lysimachia maritima,"(L.) Galasso, Banfi & Soldano",130408,Pisum sativum L. “Ctirad”,9.09,General purpose buffer 3%PVPBmet,Spermine.4HCl 0.5mM - Sodium citrate 30mM - MOPS 20mM - KCl 80mM - NaCl 20mM - Triton X-100 0.5% - PVP 40 3% - beta-Mercaptoethanol,"Loureiro, J., Rodriguez, E., Doležel, J. and Santos, C. Two new nuclear isolation buffers for plant DNA flow cytometry: a test with 37 species. Annals of botany, 100(4), 875-888 (2007).",3.16,1.58,3088.87,1544.43,2.113333,1.67,y,Glaux maritima
148161-2,Lysimachia thyrsiflora L.,Lysimachia thyrsiflora,L.,129097,Solanum lycopersicum L. “Stupiké polní rané”,2,General purpose buffer 3%PVPBmet,Spermine.4HCl 0.5mM - Sodium citrate 30mM - MOPS 20mM - KCl 80mM - NaCl 20mM - Triton X-100 0.5% - PVP 40 3% - beta-Mercaptoethanol,"Loureiro, J., Rodriguez, E., Doležel, J. and Santos, C. Two new nuclear isolation buffers for plant DNA flow cytometry: a test with 37 species. Annals of botany, 100(4), 875-888 (2007).",2.9,1.45,2841.07,1420.54,2.82,5.23,,
701414-1,Lysimachia vulgaris L.,Lysimachia vulgaris,L.,,Pisum sativum L. “Ctirad”,9.09,General purpose buffer 3%PVPBmet,Spermine.4HCl 0.5mM - Sodium citrate 30mM - MOPS 20mM - KCl 80mM - NaCl 20mM - Triton X-100 0.5% - PVP 40 3% - beta-Mercaptoethanol,"Loureiro, J., Rodriguez, E., Doležel, J. and Santos, C. Two new nuclear isolation buffers for plant DNA flow cytometry: a test with 37 species. Annals of botany, 100(4), 875-888 (2007).",4.61,2.31,4513.4,2256.7,2.266666667,1.646666667,,
147990-2,Lythrum salicaria L.,Lythrum salicaria,L.,,Solanum lycopersicum L. “Stupiké polní rané”,2,General purpose buffer 3%PVPBmet,Spermine.4HCl 0.5mM - Sodium citrate 30mM - MOPS 20mM - KCl 80mM - NaCl 20mM - Triton X-100 0.5% - PVP 40 3% - beta-Mercaptoethanol,"Loureiro, J., Rodriguez, E., Doležel, J. and Santos, C. Two new nuclear isolation buffers for plant DNA flow cytometry: a test with 37 species. Annals of botany, 100(4), 875-888 (2007).",3.24,1.62,3166.92,1583.46,3.46,3.723333333,,
726415-1,Malus sylvestris (L.) Mill.,Malus sylvestris,(L.) Mill.,954398,Petroselinum crispum (Mill.) Nyman ex A.W.Hill “Champion Moss Curled”,4.5,General purpose buffer 3%PVPBmet,Spermine.4HCl 0.5mM - Sodium citrate 30mM - MOPS 20mM - KCl 80mM - NaCl 20mM - Triton X-100 0.5% - PVP 40 3% - beta-Mercaptoethanol,"Loureiro, J., Rodriguez, E., Doležel, J. and Santos, C. Two new nuclear isolation buffers for plant DNA flow cytometry: a test with 37 species. Annals of botany, 100(4), 875-888 (2007).",1.81,0.91,1772.02,886.01,4.853333333,2.093333333,,
58427-3,Medicago arabica (L.) Huds.,Medicago arabica,(L.) Huds.,,Solanum lycopersicum L. “Stupiké polní rané”,2,General purpose buffer 3%PVPBmet,Spermine.4HCl 0.5mM - Sodium citrate 30mM - MOPS 20mM - KCl 80mM - NaCl 20mM - Triton X-100 0.5% - PVP 40 3% - beta-Mercaptoethanol,"Loureiro, J., Rodriguez, E., Doležel, J. and Santos, C. Two new nuclear isolation buffers for plant DNA flow cytometry: a test with 37 species. Annals of botany, 100(4), 875-888 (2007).",1.24,0.62,1215.59,607.79,2.8,3.153333333,,
805620-1,Melampyrum arvense L.,Melampyrum arvense,L.,92911,Pisum sativum L. “Ctirad”,9.09,General purpose buffer 3%PVPBmet,Spermine.4HCl 0.5mM - Sodium citrate 30mM - MOPS 20mM - KCl 80mM - NaCl 20mM - Triton X-100 0.5% - PVP 40 3% - beta-Mercaptoethanol,"Loureiro, J., Rodriguez, E., Doležel, J. and Santos, C. Two new nuclear isolation buffers for plant DNA flow cytometry: a test with 37 species. Annals of botany, 100(4), 875-888 (2007).",15.43,7.71,15086.74,7543.37,2.666666667,4.16,,
805739-1,Melampyrum sylvaticum L.,Melampyrum sylvaticum,L.,,Petroselinum crispum (Mill.) Nyman ex A.W.Hill “Champion Moss Curled”,4.5,General purpose buffer 3%PVPBmet,Spermine.4HCl 0.5mM - Sodium citrate 30mM - MOPS 20mM - KCl 80mM - NaCl 20mM - Triton X-100 0.5% - PVP 40 3% - beta-Mercaptoethanol,"Loureiro, J., Rodriguez, E., Doležel, J. and Santos, C. Two new nuclear isolation buffers for plant DNA flow cytometry: a test with 37 species. Annals of botany, 100(4), 875-888 (2007).",7.64,3.82,7470.3,3735.15,1.816666667,1.89,,
352179-1,Mercurialis annua L.,Mercurialis annua,L.,,Petroselinum crispum (Mill.) Nyman ex A.W.Hill “Champion Moss Curled”,4.5,CyStain PI OxProtect,NA,https://eu.sysmex-flowcytometry.com/reagents/cystain-ploidy-dna-analysis/2964/cystain-pi-oxprotect?c=116,1.41,0.71,1382.72,691.36,3.973333333,2.68,,
118618-1,Mertensia maritima (L.) Gray,Mertensia maritima,(L.) Gray,893152,Petroselinum crispum (Mill.) Nyman ex A.W.Hill “Champion Moss Curled”,4.5,General purpose buffer 3%PVPBmet,Spermine.4HCl 0.5mM - Sodium citrate 30mM - MOPS 20mM - KCl 80mM - NaCl 20mM - Triton X-100 0.5% - PVP 40 3% - beta-Mercaptoethanol,"Loureiro, J., Rodriguez, E., Doležel, J. and Santos, C. Two new nuclear isolation buffers for plant DNA flow cytometry: a test with 37 species. Annals of botany, 100(4), 875-888 (2007).",1.5,0.75,1464.87,732.43,4.663333333,1.926666667,,
