kew_id,taxon_name,taxon_name_binom,authors,MSB_number,standard_species,standard_2C_pg,buffer,buffer_composition,buffer_origin,GS_2C_pg,GS_1C_pg,GS_2C_Mbp,GS_1C_Mbp,cv_sample,cv_standard,matched_by_synonym,cited_name
58290-1,Butomus umbellatus L.,Butomus umbellatus,L.,,Petroselinum crispum (Mill.) Nyman ex A.W.Hill “Champion Moss Curled”,4.5,General purpose buffer 3%PVPBmet,Spermine.4HCl 0.5mM - Sodium citrate 30mM - MOPS 20mM - KCl 80mM - NaCl 20mM - Triton X-100 0.5% - PVP 40 3% - beta-Mercaptoethanol,"Loureiro, J., Rodriguez, E., Doležel, J. and Santos, C. Two new nuclear isolation buffers for plant DNA flow cytometry: a test with 37 species. Annals of botany, 100(4), 875-888 (2007).",8.69,4.35,8503.22,4251.61,2.266666667,2.763333333,,
340317-1,Buxus sempervirens L.,Buxus sempervirens,L.,,Petroselinum crispum (Mill.) Nyman ex A.W.Hill “Champion Moss Curled”,4.5,General purpose buffer 3%PVPBmet,Spermine.4HCl 0.5mM - Sodium citrate 30mM - MOPS 20mM - KCl 80mM - NaCl 20mM - Triton X-100 0.5% - PVP 40 3% - beta-Mercaptoethanol,"Loureiro, J., Rodriguez, E., Doležel, J. and Santos, C. Two new nuclear isolation buffers for plant DNA flow cytometry: a test with 37 species. Annals of botany, 100(4), 875-888 (2007).",1.82,0.91,1783.72,891.86,3.153333333,2.346666667,,
30179231-2,Cakile maritima Scop.,Cakile maritima,Scop.,,Petroselinum crispum (Mill.) Nyman ex A.W.Hill “Champion Moss Curled”,4.5,General purpose buffer 3%PVPBmet,Spermine.4HCl 0.5mM - Sodium citrate 30mM - MOPS 20mM - KCl 80mM - NaCl 20mM - Triton X-100 0.5% - PVP 40 3% - beta-Mercaptoethanol,"Loureiro, J., Rodriguez, E., Doležel, J. and Santos, C. Two new nuclear isolation buffers for plant DNA flow cytometry: a test with 37 species. Annals of botany, 100(4), 875-888 (2007).",1.73,0.87,1695.63,847.81,2.993333333,1.75,,
330920-2,Callitriche hermaphroditica L.,Callitriche hermaphroditica,L.,1003938,Petroselinum crispum (Mill.) Nyman ex A.W.Hill “Champion Moss Curled”,4.5,General purpose buffer 3%PVPBmet,Spermine.4HCl 0.5mM - Sodium citrate 30mM - MOPS 20mM - KCl 80mM - NaCl 20mM - Triton X-100 0.5% - PVP 40 3% - beta-Mercaptoethanol,"Loureiro, J., Rodriguez, E., Doležel, J. and Santos, C. Two new nuclear isolation buffers for plant DNA flow cytometry: a test with 37 species. Annals of botany, 100(4), 875-888 (2007).",1.88,0.94,1841.48,920.74,4.803333333,4.05,,
327305-1,Calluna vulgaris (L.) Hull,Calluna vulgaris,(L.) Hull,,Solanum lycopersicum L. “Stupiké polní rané”,2,General purpose buffer 3%PVPBmet,Spermine.4HCl 0.5mM - Sodium citrate 30mM - MOPS 20mM - KCl 80mM - NaCl 20mM - Triton X-100 0.5% - PVP 40 3% - beta-Mercaptoethanol,"Loureiro, J., Rodriguez, E., Doležel, J. and Santos, C. Two new nuclear isolation buffers for plant DNA flow cytometry: a test with 37 species. Annals of botany, 100(4), 875-888 (2007).",1.26,0.63,1234.98,617.49,2.986666667,4.38,,
30033025-2,Calystegia sepium (L.) R.Br.,Calystegia sepium,(L.) R.Br.,,Solanum lycopersicum L. “Stupiké polní rané”,2,General purpose buffer 3%PVPBmet,Spermine.4HCl 0.5mM - Sodium citrate 30mM - MOPS 20mM - KCl 80mM - NaCl 20mM - Triton X-100 0.5% - PVP 40 3% - beta-Mercaptoethanol,"Loureiro, J., Rodriguez, E., Doležel, J. and Santos, C. Two new nuclear isolation buffers for plant DNA flow cytometry: a test with 37 species. Annals of botany, 100(4), 875-888 (2007).",1.48,0.74,1446.15,723.07,3.276666667,3.79,,
45189-2,Cardamine flexuosa With.,Cardamine flexuosa,With.,,Oryza sativa L. “IR-36”,1,CyStain PI OxProtect,NA,https://eu.sysmex-flowcytometry.com/reagents/cystain-ploidy-dna-analysis/2964/cystain-pi-oxprotect?c=116,0.51,0.25,498.04,249.02,4.31,3.33,,
45334-2,Cardamine pratensis L.,Cardamine pratensis,L.,941684,Petroselinum crispum (Mill.) Nyman ex A.W.Hill “Champion Moss Curled”,4.5,General purpose buffer 3%PVPBmet,Spermine.4HCl 0.5mM - Sodium citrate 30mM - MOPS 20mM - KCl 80mM - NaCl 20mM - Triton X-100 0.5% - PVP 40 3% - beta-Mercaptoethanol,"Loureiro, J., Rodriguez, E., Doležel, J. and Santos, C. Two new nuclear isolation buffers for plant DNA flow cytometry: a test with 37 species. Annals of botany, 100(4), 875-888 (2007).",3.66,1.83,3576.12,1788.06,3.396666667,2.126666667,,
189106-1,Carduus tenuiflorus Curtis,Carduus tenuiflorus,Curtis,,Petroselinum crispum (Mill.) Nyman ex A.W.Hill “Champion Moss Curled”,4.5,General purpose buffer 3%PVPBmet,Spermine.4HCl 0.5mM - Sodium citrate 30mM - MOPS 20mM - KCl 80mM - NaCl 20mM - Triton X-100 0.5% - PVP 40 3% - beta-Mercaptoethanol,"Loureiro, J., Rodriguez, E., Doležel, J. and Santos, C. Two new nuclear isolation buffers for plant DNA flow cytometry: a test with 37 species. Annals of botany, 100(4), 875-888 (2007).",7.1,3.55,6943.8,3471.9,3.01,3.05,,
298610-1,Carex aquatilis Wahlenb.,Carex aquatilis,Wahlenb.,892823,Solanum lycopersicum L. “Stupiké polní rané”,2,General purpose buffer 3%PVPBmet,Spermine.4HCl 0.5mM - Sodium citrate 30mM - MOPS 20mM - KCl 80mM - NaCl 20mM - Triton X-100 0.5% - PVP 40 3% - beta-Mercaptoethanol,"Loureiro, J., Rodriguez, E., Doležel, J. and Santos, C. Two new nuclear isolation buffers for plant DNA flow cytometry: a test with 37 species. Annals of botany, 100(4), 875-888 (2007).",0.97,0.48,945.39,472.7,4.353333333,2.766666667,,
30009416-2,Carex atrata L.,Carex atrata,L.,121127,Petroselinum crispum (Mill.) Nyman ex A.W.Hill “Champion Moss Curled”,4.5,General purpose buffer 3%PVPBmet,Spermine.4HCl 0.5mM - Sodium citrate 30mM - MOPS 20mM - KCl 80mM - NaCl 20mM - Triton X-100 0.5% - PVP 40 3% - beta-Mercaptoethanol,"Loureiro, J., Rodriguez, E., Doležel, J. and Santos, C. Two new nuclear isolation buffers for plant DNA flow cytometry: a test with 37 species. Annals of botany, 100(4), 875-888 (2007).",0.96,0.48,942.7,471.35,4.793333333,3.16,,
30074480-2,Carex capillaris L.,Carex capillaris,L.,888097,Solanum lycopersicum L. “Stupiké polní rané”,2,General purpose buffer 3%PVPBmet,Spermine.4HCl 0.5mM - Sodium citrate 30mM - MOPS 20mM - KCl 80mM - NaCl 20mM - Triton X-100 0.5% - PVP 40 3% - beta-Mercaptoethanol,"Loureiro, J., Rodriguez, E., Doležel, J. and Santos, C. Two new nuclear isolation buffers for plant DNA flow cytometry: a test with 37 species. Annals of botany, 100(4), 875-888 (2007).",1.24,0.62,1217.17,608.59,4.73,3.323333333,,
30074480-2,Carex capillaris L.,Carex capillaris,L.,102225,Solanum lycopersicum L. “Stupiké polní rané”,2,General purpose buffer 3%PVPBmet,Spermine.4HCl 0.5mM - Sodium citrate 30mM - MOPS 20mM - KCl 80mM - NaCl 20mM - Triton X-100 0.5% - PVP 40 3% - beta-Mercaptoethanol,"Loureiro, J., Rodriguez, E., Doležel, J. and Santos, C. Two new nuclear isolation buffers for plant DNA flow cytometry: a test with 37 species. Annals of botany, 100(4), 875-888 (2007).",1.18,0.59,1158.43,579.21,3.706666667,3.073333333,,
299427-1,Carex depauperata Curtis ex With.,Carex depauperata,Curtis ex With.,,Petroselinum crispum (Mill.) Nyman ex A.W.Hill “Champion Moss Curled”,4.5,General purpose buffer 3%PVPBmet,Spermine.4HCl 0.5mM - Sodium citrate 30mM - MOPS 20mM - KCl 80mM - NaCl 20mM - Triton X-100 0.5% - PVP 40 3% - beta-Mercaptoethanol,"Loureiro, J., Rodriguez, E., Doležel, J. and Santos, C. Two new nuclear isolation buffers for plant DNA flow cytometry: a test with 37 species. Annals of botany, 100(4), 875-888 (2007).",1.77,0.88,1726.39,863.19,2.58,2.21,,
299609-1,Carex elongata L.,Carex elongata,L.,8911239,Solanum lycopersicum L. “Stupiké polní rané”,2,General purpose buffer 3%PVPBmet,Spermine.4HCl 0.5mM - Sodium citrate 30mM - MOPS 20mM - KCl 80mM - NaCl 20mM - Triton X-100 0.5% - PVP 40 3% - beta-Mercaptoethanol,"Loureiro, J., Rodriguez, E., Doležel, J. and Santos, C. Two new nuclear isolation buffers for plant DNA flow cytometry: a test with 37 species. Annals of botany, 100(4), 875-888 (2007).",0.89,0.45,873.97,436.99,4.556666667,3.12,,
300678-1,Carex limosa L.,Carex limosa,L.,889692,Solanum lycopersicum L. “Stupiké polní rané”,2,General purpose buffer 3%PVPBmet,Spermine.4HCl 0.5mM - Sodium citrate 30mM - MOPS 20mM - KCl 80mM - NaCl 20mM - Triton X-100 0.5% - PVP 40 3% - beta-Mercaptoethanol,"Loureiro, J., Rodriguez, E., Doležel, J. and Santos, C. Two new nuclear isolation buffers for plant DNA flow cytometry: a test with 37 species. Annals of botany, 100(4), 875-888 (2007).",1.06,0.53,1040.18,520.09,3.83,2.693333333,,
30066383-2,Carex nigra (L.) Reichard,Carex nigra,(L.) Reichard,135908,Solanum lycopersicum L. “Stupiké polní rané”,2,General purpose buffer 3%PVPBmet,Spermine.4HCl 0.5mM - Sodium citrate 30mM - MOPS 20mM - KCl 80mM - NaCl 20mM - Triton X-100 0.5% - PVP 40 3% - beta-Mercaptoethanol,"Loureiro, J., Rodriguez, E., Doležel, J. and Santos, C. Two new nuclear isolation buffers for plant DNA flow cytometry: a test with 37 species. Annals of botany, 100(4), 875-888 (2007).",2.54,1.27,2485.51,1242.75,4.47,2.84,,
395160-1,Catapodium marinum (L.) C.E.Hubb.,Catapodium marinum,(L.) C.E.Hubb.,,Pisum sativum L. “Ctirad”,9.09,General purpose buffer 3%PVPBmet,Spermine.4HCl 0.5mM - Sodium citrate 30mM - MOPS 20mM - KCl 80mM - NaCl 20mM - Triton X-100 0.5% - PVP 40 3% - beta-Mercaptoethanol,"Loureiro, J., Rodriguez, E., Doležel, J. and Santos, C. Two new nuclear isolation buffers for plant DNA flow cytometry: a test with 37 species. Annals of botany, 100(4), 875-888 (2007).",12.78,6.39,12498.84,6249.42,3.77,3.62,,
191100-1,Centaurea nigra L.,Centaurea nigra,L.,895097,Pisum sativum L. “Ctirad”,9.09,General purpose buffer 3%PVPBmet,Spermine.4HCl 0.5mM - Sodium citrate 30mM - MOPS 20mM - KCl 80mM - NaCl 20mM - Triton X-100 0.5% - PVP 40 3% - beta-Mercaptoethanol,"Loureiro, J., Rodriguez, E., Doležel, J. and Santos, C. Two new nuclear isolation buffers for plant DNA flow cytometry: a test with 37 species. Annals of botany, 100(4), 875-888 (2007).",4.38,2.19,4284.53,2142.26,3.233333333,2.376666667,,
152274-1,Cerastium glomeratum Thuill.,Cerastium glomeratum,Thuill.,,Petroselinum crispum (Mill.) Nyman ex A.W.Hill “Champion Moss Curled”,4.5,General purpose buffer 3%PVPBmet,Spermine.4HCl 0.5mM - Sodium citrate 30mM - MOPS 20mM - KCl 80mM - NaCl 20mM - Triton X-100 0.5% - PVP 40 3% - beta-Mercaptoethanol,"Loureiro, J., Rodriguez, E., Doležel, J. and Santos, C. Two new nuclear isolation buffers for plant DNA flow cytometry: a test with 37 species. Annals of botany, 100(4), 875-888 (2007).",1.87,0.94,1833.41,916.71,3.713333333,3.143333333,,
163088-1,Ceratophyllum submersum L.,Ceratophyllum submersum,L.,939081,Petroselinum crispum (Mill.) Nyman ex A.W.Hill “Champion Moss Curled”,4.5,General purpose buffer 3%PVPBmet,Spermine.4HCl 0.5mM - Sodium citrate 30mM - MOPS 20mM - KCl 80mM - NaCl 20mM - Triton X-100 0.5% - PVP 40 3% - beta-Mercaptoethanol,"Loureiro, J., Rodriguez, E., Doležel, J. and Santos, C. Two new nuclear isolation buffers for plant DNA flow cytometry: a test with 37 species. Annals of botany, 100(4), 875-888 (2007).",1.73,0.86,1691.09,845.54,3.79,1.566666667,,
801401-1,Chaenorhinum minus (L.) Lange,Chaenorhinum minus,(L.) Lange,116431,Petroselinum crispum (Mill.) Nyman ex A.W.Hill “Champion Moss Curled”,4.5,General purpose buffer 3%PVPBmet,Spermine.4HCl 0.5mM - Sodium citrate 30mM - MOPS 20mM - KCl 80mM - NaCl 20mM - Triton X-100 0.5% - PVP 40 3% - beta-Mercaptoethanol,"Loureiro, J., Rodriguez, E., Doležel, J. and Santos, C. Two new nuclear isolation buffers for plant DNA flow cytometry: a test with 37 species. Annals of botany, 100(4), 875-888 (2007).",1,0.5,974.33,487.16,4.743333333,1.64,,
801401-1,Chaenorhinum minus (L.) Lange,Chaenorhinum minus,(L.) Lange,,Solanum lycopersicum L. “Stupiké polní rané”,2,CyStain PI OxProtect,NA,https://eu.sysmex-flowcytometry.com/reagents/cystain-ploidy-dna-analysis/2964/cystain-pi-oxprotect?c=116,0.91,0.46,890.76,445.38,2.663333333,3.413333333,,
192489-1,Chamaemelum nobile (L.) All.,Chamaemelum nobile,(L.) All.,,Petroselinum crispum (Mill.) Nyman ex A.W.Hill “Champion Moss Curled”,4.5,General purpose buffer 3%PVPBmet,Spermine.4HCl 0.5mM - Sodium citrate 30mM - MOPS 20mM - KCl 80mM - NaCl 20mM - Triton X-100 0.5% - PVP 40 3% - beta-Mercaptoethanol,"Loureiro, J., Rodriguez, E., Doležel, J. and Santos, C. Two new nuclear isolation buffers for plant DNA flow cytometry: a test with 37 species. Annals of botany, 100(4), 875-888 (2007).",9.86,4.93,9640.06,4820.03,2.376666667,2.346666667,,
611374-1,Chamaenerion angustifolium (L.) Scop.,Chamaenerion angustifolium,(L.) Scop.,,Petroselinum crispum (Mill.) Nyman ex A.W.Hill “Champion Moss Curled”,4.5,General purpose buffer 3%PVPBmet,Spermine.4HCl 0.5mM - Sodium citrate 30mM - MOPS 20mM - KCl 80mM - NaCl 20mM - Triton X-100 0.5% - PVP 40 3% - beta-Mercaptoethanol,"Loureiro, J., Rodriguez, E., Doležel, J. and Santos, C. Two new nuclear isolation buffers for plant DNA flow cytometry: a test with 37 species. Annals of botany, 100(4), 875-888 (2007).",1.71,0.85,1671.65,835.83,3.27,2.44,,
303589-2,Chelidonium majus L.,Chelidonium majus,L.,,Petroselinum crispum (Mill.) Nyman ex A.W.Hill “Champion Moss Curled”,4.5,General purpose buffer 3%PVPBmet,Spermine.4HCl 0.5mM - Sodium citrate 30mM - MOPS 20mM - KCl 80mM - NaCl 20mM - Triton X-100 0.5% - PVP 40 3% - beta-Mercaptoethanol,"Loureiro, J., Rodriguez, E., Doležel, J. and Santos, C. Two new nuclear isolation buffers for plant DNA flow cytometry: a test with 37 species. Annals of botany, 100(4), 875-888 (2007).",2.53,1.26,2469.8,1234.9,2.876666667,2.833333333,,
194423-1,Cicerbita alpina (L.) Wallr.,Cicerbita alpina,(L.) Wallr.,,Pisum sativum L. “Ctirad”,9.09,General purpose buffer 3%PVPBmet,Spermine.4HCl 0.5mM - Sodium citrate 30mM - MOPS 20mM - KCl 80mM - NaCl 20mM - Triton X-100 0.5% - PVP 40 3% - beta-Mercaptoethanol,"Loureiro, J., Rodriguez, E., Doležel, J. and Santos, C. Two new nuclear isolation buffers for plant DNA flow cytometry: a test with 37 species. Annals of botany, 100(4), 875-888 (2007).",12,6,11734.2,5867.1,2.433333333,2.246666667,,
611469-1,Circaea lutetiana L.,Circaea lutetiana,L.,,Solanum lycopersicum L. “Stupiké polní rané”,2,General purpose buffer 3%PVPBmet,Spermine.4HCl 0.5mM - Sodium citrate 30mM - MOPS 20mM - KCl 80mM - NaCl 20mM - Triton X-100 0.5% - PVP 40 3% - beta-Mercaptoethanol,"Loureiro, J., Rodriguez, E., Doležel, J. and Santos, C. Two new nuclear isolation buffers for plant DNA flow cytometry: a test with 37 species. Annals of botany, 100(4), 875-888 (2007).",1.23,0.61,1202.08,601.04,3.006666667,3.606666667,,
281469-1,Cochlearia officinalis L.,Cochlearia officinalis,L.,939047,Solanum lycopersicum L. “Stupiké polní rané”,2,General purpose buffer 3%PVPBmet,Spermine.4HCl 0.5mM - Sodium citrate 30mM - MOPS 20mM - KCl 80mM - NaCl 20mM - Triton X-100 0.5% - PVP 40 3% - beta-Mercaptoethanol,"Loureiro, J., Rodriguez, E., Doležel, J. and Santos, C. Two new nuclear isolation buffers for plant DNA flow cytometry: a test with 37 species. Annals of botany, 100(4), 875-888 (2007).",1.69,0.84,1652.51,826.25,3.16,2.796666667,,
63773-2,Comarum palustre L.,Comarum palustre,L.,,Petroselinum crispum (Mill.) Nyman ex A.W.Hill “Champion Moss Curled”,4.5,General purpose buffer 3%PVPBmet,Spermine.4HCl 0.5mM - Sodium citrate 30mM - MOPS 20mM - KCl 80mM - NaCl 20mM - Triton X-100 0.5% - PVP 40 3% - beta-Mercaptoethanol,"Loureiro, J., Rodriguez, E., Doležel, J. and Santos, C. Two new nuclear isolation buffers for plant DNA flow cytometry: a test with 37 species. Annals of botany, 100(4), 875-888 (2007).",1.4,0.7,1367.97,683.98,3.613333333,2.763333333,,
265849-1,Convolvulus arvensis L.,Convolvulus arvensis,L.,,Solanum lycopersicum L. “Stupiké polní rané”,2,General purpose buffer 3%PVPBmet,Spermine.4HCl 0.5mM - Sodium citrate 30mM - MOPS 20mM - KCl 80mM - NaCl 20mM - Triton X-100 0.5% - PVP 40 3% - beta-Mercaptoethanol,"Loureiro, J., Rodriguez, E., Doležel, J. and Santos, C. Two new nuclear isolation buffers for plant DNA flow cytometry: a test with 37 species. Annals of botany, 100(4), 875-888 (2007).",1.31,0.66,1283.16,641.58,3.126666667,3.166666667,,
271661-1,Cornus sanguinea L.,Cornus sanguinea,L.,,Petroselinum crispum (Mill.) Nyman ex A.W.Hill “Champion Moss Curled”,4.5,General purpose buffer 3%PVPBmet,Spermine.4HCl 0.5mM - Sodium citrate 30mM - MOPS 20mM - KCl 80mM - NaCl 20mM - Triton X-100 0.5% - PVP 40 3% - beta-Mercaptoethanol,"Loureiro, J., Rodriguez, E., Doležel, J. and Santos, C. Two new nuclear isolation buffers for plant DNA flow cytometry: a test with 37 species. Annals of botany, 100(4), 875-888 (2007).",2.61,1.3,2548.78,1274.39,3.526666667,2.453333333,,
723820-1,Crataegus monogyna Jacq.,Crataegus monogyna,Jacq.,806567,Petroselinum crispum (Mill.) Nyman ex A.W.Hill “Champion Moss Curled”,4.5,General purpose buffer 3%PVPBmet,Spermine.4HCl 0.5mM - Sodium citrate 30mM - MOPS 20mM - KCl 80mM - NaCl 20mM - Triton X-100 0.5% - PVP 40 3% - beta-Mercaptoethanol,"Loureiro, J., Rodriguez, E., Doležel, J. and Santos, C. Two new nuclear isolation buffers for plant DNA flow cytometry: a test with 37 species. Annals of botany, 100(4), 875-888 (2007).",1.74,0.87,1705.01,852.51,4.69,2.17,,
723820-1,Crataegus monogyna Jacq.,Crataegus monogyna,Jacq.,855336,Petroselinum crispum (Mill.) Nyman ex A.W.Hill “Champion Moss Curled”,4.5,General purpose buffer 3%PVPBmet,Spermine.4HCl 0.5mM - Sodium citrate 30mM - MOPS 20mM - KCl 80mM - NaCl 20mM - Triton X-100 0.5% - PVP 40 3% - beta-Mercaptoethanol,"Loureiro, J., Rodriguez, E., Doležel, J. and Santos, C. Two new nuclear isolation buffers for plant DNA flow cytometry: a test with 37 species. Annals of botany, 100(4), 875-888 (2007).",1.99,1,1948.68,974.34,4.683333333,2.413333333,,
200063-1,Crepis mollis (Jacq.) Asch.,Crepis mollis,(Jacq.) Asch.,,Pisum sativum L. “Ctirad”,9.09,General purpose buffer 3%PVPBmet,Spermine.4HCl 0.5mM - Sodium citrate 30mM - MOPS 20mM - KCl 80mM - NaCl 20mM - Triton X-100 0.5% - PVP 40 3% - beta-Mercaptoethanol,"Loureiro, J., Rodriguez, E., Doležel, J. and Santos, C. Two new nuclear isolation buffers for plant DNA flow cytometry: a test with 37 species. Annals of botany, 100(4), 875-888 (2007).",16.29,8.15,15931.62,7965.81,2.39,4.02,,
840827-1,Crithmum maritimum L.,Crithmum maritimum,L.,,Pisum sativum L. “Ctirad”,9.09,General purpose buffer 3%PVPBmet,Spermine.4HCl 0.5mM - Sodium citrate 30mM - MOPS 20mM - KCl 80mM - NaCl 20mM - Triton X-100 0.5% - PVP 40 3% - beta-Mercaptoethanol,"Loureiro, J., Rodriguez, E., Doležel, J. and Santos, C. Two new nuclear isolation buffers for plant DNA flow cytometry: a test with 37 species. Annals of botany, 100(4), 875-888 (2007).",5.11,2.55,4993.3,2496.65,2.9,2.16,,
267425-1,Cuscuta europaea L.,Cuscuta europaea,L.,60556,Petroselinum crispum (Mill.) Nyman ex A.W.Hill “Champion Moss Curled”,4.5,General purpose buffer 3%PVPBmet,Spermine.4HCl 0.5mM - Sodium citrate 30mM - MOPS 20mM - KCl 80mM - NaCl 20mM - Triton X-100 0.5% - PVP 40 3% - beta-Mercaptoethanol,"Loureiro, J., Rodriguez, E., Doležel, J. and Santos, C. Two new nuclear isolation buffers for plant DNA flow cytometry: a test with 37 species. Annals of botany, 100(4), 875-888 (2007).",5.21,2.6,5091.98,2545.99,2.275,1.74,,
115128-1,Cynoglossum germanicum Jacq.,Cynoglossum germanicum,Jacq.,113233,Petroselinum crispum (Mill.) Nyman ex A.W.Hill “Champion Moss Curled”,4.5,General purpose buffer 3%PVPBmet,Spermine.4HCl 0.5mM - Sodium citrate 30mM - MOPS 20mM - KCl 80mM - NaCl 20mM - Triton X-100 0.5% - PVP 40 3% - beta-Mercaptoethanol,"Loureiro, J., Rodriguez, E., Doležel, J. and Santos, C. Two new nuclear isolation buffers for plant DNA flow cytometry: a test with 37 species. Annals of botany, 100(4), 875-888 (2007).",2.29,1.15,2242.97,1121.48,4.125,3.276666667,,
397531-1,Danthonia decumbens (L.) DC.,Danthonia decumbens,(L.) DC.,,Pisum sativum L. “Ctirad”,9.09,General purpose buffer 3%PVPBmet,Spermine.4HCl 0.5mM - Sodium citrate 30mM - MOPS 20mM - KCl 80mM - NaCl 20mM - Triton X-100 0.5% - PVP 40 3% - beta-Mercaptoethanol,"Loureiro, J., Rodriguez, E., Doležel, J. and Santos, C. Two new nuclear isolation buffers for plant DNA flow cytometry: a test with 37 species. Annals of botany, 100(4), 875-888 (2007).",4.59,2.3,4491.94,2245.97,2.676666667,1.6,,
841063-1,Daucus carota L.,Daucus carota,L.,,Solanum lycopersicum L. “Stupiké polní rané”,2,General purpose buffer 3%PVPBmet,Spermine.4HCl 0.5mM - Sodium citrate 30mM - MOPS 20mM - KCl 80mM - NaCl 20mM - Triton X-100 0.5% - PVP 40 3% - beta-Mercaptoethanol,"Loureiro, J., Rodriguez, E., Doležel, J. and Santos, C. Two new nuclear isolation buffers for plant DNA flow cytometry: a test with 37 species. Annals of botany, 100(4), 875-888 (2007).",1.13,0.56,1104.22,552.11,2.586666667,2.86,,
310755-2,Dianthus armeria L.,Dianthus armeria,L.,132088,Petroselinum crispum (Mill.) Nyman ex A.W.Hill “Champion Moss Curled”,4.5,General purpose buffer 3%PVPBmet,Spermine.4HCl 0.5mM - Sodium citrate 30mM - MOPS 20mM - KCl 80mM - NaCl 20mM - Triton X-100 0.5% - PVP 40 3% - beta-Mercaptoethanol,"Loureiro, J., Rodriguez, E., Doležel, J. and Santos, C. Two new nuclear isolation buffers for plant DNA flow cytometry: a test with 37 species. Annals of botany, 100(4), 875-888 (2007).",1.12,0.56,1092.42,546.21,3.203333333,2.533333333,,
302054-2,Dianthus deltoides L.,Dianthus deltoides,L.,,Solanum lycopersicum L. “Stupiké polní rané”,2,General purpose buffer 3%PVPBmet,Spermine.4HCl 0.5mM - Sodium citrate 30mM - MOPS 20mM - KCl 80mM - NaCl 20mM - Triton X-100 0.5% - PVP 40 3% - beta-Mercaptoethanol,"Loureiro, J., Rodriguez, E., Doležel, J. and Santos, C. Two new nuclear isolation buffers for plant DNA flow cytometry: a test with 37 species. Annals of botany, 100(4), 875-888 (2007).",0.97,0.48,948.49,474.25,3.11,2.343333333,,
17092290-1,Dryopteris aemula (Aiton) Kuntze,Dryopteris aemula,(Aiton) Kuntze,,Petroselinum crispum (Mill.) Nyman ex A.W.Hill “Champion Moss Curled”,4.5,Ebihara,Na2SO3 50mM - Tris-HCl 50mM - Triton X-100 1% - PVP40 - beta-Mercaptoethanol,"Ebihara, A. et al. Nuclear DNA, chloroplast DNA, and ploidy analysis clarified biological complexity of the Vandenboschia radicans complex (Hymenophyllaceae) in Japan and adjacent areas. American Journal of Botany, 92(9), 1535-1547 (2005).",16.42,8.21,16058.76,8029.38,2.58,1.92,,
115950-1,Echium vulgare L.,Echium vulgare,L.,888134,Petroselinum crispum (Mill.) Nyman ex A.W.Hill “Champion Moss Curled”,4.5,General purpose buffer 3%PVPBmet,Spermine.4HCl 0.5mM - Sodium citrate 30mM - MOPS 20mM - KCl 80mM - NaCl 20mM - Triton X-100 0.5% - PVP 40 3% - beta-Mercaptoethanol,"Loureiro, J., Rodriguez, E., Doležel, J. and Santos, C. Two new nuclear isolation buffers for plant DNA flow cytometry: a test with 37 species. Annals of botany, 100(4), 875-888 (2007).",1.84,0.92,1800.1,900.05,3.763333333,1.953333333,,
912429-1,Elymus athericus (Link) Kerguélen,Elymus athericus,(Link) Kerguélen,,Pisum sativum L. “Ctirad”,9.09,General purpose buffer 3%PVPBmet,Spermine.4HCl 0.5mM - Sodium citrate 30mM - MOPS 20mM - KCl 80mM - NaCl 20mM - Triton X-100 0.5% - PVP 40 3% - beta-Mercaptoethanol,"Loureiro, J., Rodriguez, E., Doležel, J. and Santos, C. Two new nuclear isolation buffers for plant DNA flow cytometry: a test with 37 species. Annals of botany, 100(4), 875-888 (2007).",27.23,13.62,26630.94,13315.47,4.15,3.58,y,Elytrigia atherica
611919-1,Epilobium hirsutum L.,Epilobium hirsutum,L.,901727,Solanum lycopersicum L. “Stupiké polní rané”,2,General purpose buffer 3%PVPBmet,Spermine.4HCl 0.5mM - Sodium citrate 30mM - MOPS 20mM - KCl 80mM - NaCl 20mM - Triton X-100 0.5% - PVP 40 3% - beta-Mercaptoethanol,"Loureiro, J., Rodriguez, E., Doležel, J. and Santos, C. Two new nuclear isolation buffers for plant DNA flow cytometry: a test with 37 species. Annals of botany, 100(4), 875-888 (2007).",0.9,0.45,885.04,442.52,3.02,2.556666667,,
300073-2,Equisetum arvense L.,Equisetum arvense,L.,,Allium cepa L. “Ailsa Craig”,34.89,General purpose buffer 3%PVPBmet,Spermine.4HCl 0.5mM - Sodium citrate 30mM - MOPS 20mM - KCl 80mM - NaCl 20mM - Triton X-100 0.5% - PVP 40 3% - beta-Mercaptoethanol,"Loureiro, J., Rodriguez, E., Doležel, J. and Santos, C. Two new nuclear isolation buffers for plant DNA flow cytometry: a test with 37 species. Annals of botany, 100(4), 875-888 (2007).",28.89,14.44,28249.67,14124.84,3.43,2.66,,
300073-2,Equisetum arvense L.,Equisetum arvense,L.,,Allium cepa L. “Ailsa Craig”,34.89,General purpose buffer 3%PVPBmet,Spermine.4HCl 0.5mM - Sodium citrate 30mM - MOPS 20mM - KCl 80mM - NaCl 20mM - Triton X-100 0.5% - PVP 40 3% - beta-Mercaptoethanol,"Loureiro, J., Rodriguez, E., Doležel, J. and Santos, C. Two new nuclear isolation buffers for plant DNA flow cytometry: a test with 37 species. Annals of botany, 100(4), 875-888 (2007).",28.68,14.34,28047.93,14023.97,2.536666667,3.263333333,,
